"X1_graph","X8_frantfreqparm","Word","nl","oPE","Npix","OLD20","CN","Freq"
"força",1.87,"força",5,496.461538996583,786.372549019608,1.8,2,1.87
"forée",0.06,"forée",5,460.446341005361,795.749019607843,1.25,8,0.06
"forés",0.23,"forés",5,467.150008694501,791.317647058824,1.4,5,0.23
"forêt",72.39,"forêt",5,512.008694502986,781.847058823529,1.85,1,72.39
"fosse",8.71,"fosse",5,454.508287600246,793.450980392157,1.5,9,8.71
"fossé",12.19,"fossé",5,469.466047618053,815.266666666667,1.65,6,12.19
"fouet",10.35,"fouet",5,491.375069729912,773.988235294118,1.6,6,10.35
"fouie",0.03,"fouie",5,486.795356439843,757.56862745098,1.4,7,0.03
"fouir",0.32,"fouir",5,535.898935097273,729.188235294118,1.7,3,0.32
"fouit",0.03,"fouit",5,535.257197309571,739.054901960784,1.5,6,0.03
"foula",0.1,"foula",5,526.168007011245,766.698039215686,1.55,9,0.1
"foule",66.94,"foule",5,513.766799518671,765.552941176471,1.05,15,66.94
"foulé",1.1,"foulé",5,528.724559536477,787.36862745098,1.6,6,1.1
"fours",5.29,"fours",5,480.883745452773,759.690196078431,1.5,5,5.29
"fouta",0.23,"fouta",5,487.695149858452,775.133333333333,1.65,5,0.23
"foute",2.1,"foute",5,475.293942365877,773.988235294118,1.05,15,2.1
"foutu",13.29,"foutu",5,505.635565386139,764.176470588235,1.75,2,13.29
"fouée",0.03,"fouée",5,455.471652442458,814.317647058824,1.3,11,0.03
"foyer",25.32,"foyer",5,560.563650021909,791.96862745098,1.6,7,25.32
"foène",0.03,"foène",5,465.061116095958,827,1.95,1,0.03
"foëne",0.03,"foëne",5,468.92931160403,829.321568627451,1.95,1,0.03
"fracs",0.1,"fracs",5,482.639656671465,756.38431372549,1.5,5,0.1
"fraie",0.35,"fraie",5,510.570392782866,742.788235294118,1.6,5,0.35
"frais",73.81,"frais",5,517.274060472006,738.356862745098,1.5,5,73.81
"franc",19.03,"franc",5,499.367574372777,763.721568627451,1.8,1,19.03
"fraya",0.52,"fraya",5,572.78399655002,796.901960784314,1.8,2,0.52
"fraye",0.39,"fraye",5,560.382789057445,795.756862745098,1.6,4,0.39
"frayé",0.55,"frayé",5,575.340549075252,817.572549019608,1.75,2,0.55
"freak",0.06,"freak",5,542.990593243327,803.372549019608,2.2,1,0.06
"frein",12.65,"frein",5,537.692773824676,744.549019607843,1.7,0,12.65
"frets",0.81,"frets",5,506.054803191229,753.63137254902,1.75,1,0.81
"freux",0.1,"freux",5,532.729804060679,755.870588235294,1.85,2,0.1
"frics",0.03,"frics",5,510.994272756991,720.305882352941,1.7,5,0.03
"frigo",3.68,"frigo",5,586.287737968545,792.658823529412,1.9,0,3.68
"frima",0.03,"frima",5,573.339203861749,790.972549019608,1.65,5,0.03
"frime",4.26,"frime",5,560.937996369175,789.827450980392,1.25,11,4.26
"frimé",0.1,"frimé",5,575.895756386981,811.643137254902,1.45,8,0.1
"friot",0.03,"friot",5,556.318195160291,720.486274509804,1.8,1,0.03
"fripa",0.03,"fripa",5,569.686846260319,795.462745098039,1.75,4,0.03
"fripe",0.45,"fripe",5,557.285638767744,794.317647058824,1.4,7,0.45
"fripé",1.13,"fripé",5,572.243398785551,816.133333333333,1.65,4,1.13
"frire",1.55,"frire",5,526.309730192182,713.262745098039,1.6,7,1.55
"frisa",0.06,"frisa",5,520.415093657185,738.356862745098,1.65,7,0.06
"frise",3.71,"frise",5,508.01388616461,737.211764705882,1.2,11,3.71
"frisé",2.16,"frisé",5,522.971646182417,759.027450980392,1.5,8,2.16
"frite",0.65,"frite",5,527.423594794426,723.129411764706,1.35,9,0.65
"frits",0.74,"frits",5,534.127262483566,718.698039215686,1.6,5,0.74
"fritz",0.45,"fritz",5,550.803252439677,703.976470588235,1.85,2,0.45
"frocs",0.45,"frocs",5,490.297578754807,752.596078431373,1.55,6,0.45
"froid",109.13,"froid",5,579.794564892291,782.627450980392,1.85,0,109.13
"front",93.94,"front",5,535.40404816059,758.325490196078,1.8,1,93.94
"fruit",25.84,"fruit",5,563.297788813999,713.317647058824,1.7,2,25.84
"frère",99.58,"frère",5,511.772536499523,769.976470588235,1.8,3,99.58
"frète",0.1,"frète",5,512.886401101767,779.843137254902,1.85,2,0.1
"frémi",0.81,"frémi",5,613.542307451536,811.643137254902,1.85,0,0.81
"fréon",0.03,"fréon",5,521.058614861339,798.654901960784,2,0,0.03
"fréta",0.06,"fréta",5,526.186838609157,781.023529411765,1.95,1,0.06
"frété",0.13,"frété",5,528.743391134388,801.694117647059,1.9,1,0.13
"frêle",5.45,"frêle",5,554.326352690774,776.054901960784,1.75,3,5.45
"frêne",1.32,"frêne",5,496.068802036599,805.909803921569,1.85,1,1.32
"frôla",1.1,"frôla",5,574.181968296363,774.572549019608,1.8,2,1.1
"frôle",2.42,"frôle",5,561.780760803788,773.427450980392,1.55,4,2.42
"frôlé",1.13,"frôlé",5,576.738520821594,795.243137254902,1.8,2,1.13
"fucus",0.52,"fucus",5,468.916488255463,763.996078431373,1.9,2,0.52
"fugue",3.9,"fugue",5,515.367543768126,838.992156862745,1.7,2,3.9
"fugué",0.06,"fugué",5,530.325303785933,860.807843137255,1.9,1,0.06
"fuira",0.1,"fuira",5,516.369637404446,732.976470588235,1.7,3,0.1
"fuite",21.74,"fuite",5,505.082294514115,741.698039215686,1.5,6,21.74
"fulls",0.06,"fulls",5,576.723619139034,736.81568627451,1.85,2,0.06
"fumai",0.1,"fumai",5,570.622099339912,809.541176470588,1.8,1,0.1
"fumer",10.61,"fumer",5,545.796351090985,814.949019607843,1.55,5,10.61
"fumes",0.74,"fumes",5,503.396440122695,838.898039215686,1.5,7,0.74
"fumet",1.97,"fumet",5,545.154613303284,824.81568627451,1.6,5,1.97
"fumez",0.65,"fumez",5,520.072430078805,824.176470588235,1.65,5,0.65
"fumât",0.03,"fumât",5,568.66548838762,852.403921568627,1.95,1,0.03
"fumée",37.1,"fumée",5,509.251196015829,865.145098039216,1.6,5,37.1
"fumés",1.16,"fumés",5,515.954863704969,860.713725490196,1.65,5,1.16
"funes",0.1,"funes",5,451.629989775262,793.619607843137,1.45,9,0.1
"funky",0.03,"funky",5,611.604686684889,841.737254901961,2.8,0,0.03
"furax",0.42,"furax",5,511.046628967301,757.01568627451,2,0,0.42
"furet",0.26,"furet",5,502.049049516932,748.250980392157,1.5,5,0.26
"furia",0.13,"furia",5,509.870543719437,732.976470588235,1.9,2,0.13
"furie",3.26,"furie",5,497.469336226862,731.83137254902,1.75,3,3.26
"furon",0.06,"furon",5,493.240905897654,767.027450980392,1.8,4,0.06
"fuser",0.81,"fuser",5,496.340152605915,762.333333333333,1.75,3,0.81
"fusil",22.39,"fusil",5,585.564106309425,728.83137254902,1.95,0,22.39
"fusse",2.81,"fusse",5,460.207578824363,786.282352941176,1.15,13,2.81
"fusée",5.68,"fusée",5,459.79499753076,812.529411764706,1.55,5,5.68
"futal",0.29,"futal",5,563.31705861486,750.827450980392,1.9,1,0.29
"futur",23.9,"futur",5,526.275194235195,738.439215686275,1.9,0,23.9
"futée",0.23,"futée",5,473.743025269702,798.447058823529,1.65,5,0.23
"futés",0.13,"futés",5,480.446692958842,794.01568627451,1.65,5,0.13
"fuyez",0.58,"fuyez",5,540.539020233846,794.027450980392,1.95,1,0.58
"fâcha",0.84,"fâcha",5,495.179241700226,845.780392156863,1.6,7,0.84
"fâche",2.87,"fâche",5,482.778034207651,844.635294117647,1.4,8,2.87
"fâché",4.35,"fâché",5,497.735794225457,866.450980392157,1.5,8,4.35
"fèces",0.26,"fèces",5,452.604829970298,805.4,1.9,2,0.26
"fèves",0.9,"fèves",5,482.246596971529,792.250980392157,1.75,3,0.9
"féaux",0.16,"féaux",5,510.014641543029,807.211764705882,1.8,1,0.16
"fécal",0.19,"fécal",5,548.266558159268,784.062745098039,1.85,1,0.19
"félin",0.77,"félin",5,569.797027175537,767.796078431373,1.75,3,0.77
"félon",0.19,"félon",5,538.728372597707,800.086274509804,1.85,2,0.19
"fémur",0.65,"fémur",5,561.691659537173,836.764705882353,1.95,0,0.65
"féras",0.03,"féras",5,467.886223038344,795.105882352941,1.8,3,0.03
"férat",0.03,"férat",5,509.644396218933,781.023529411765,1.85,2,0.03
"féret",0.97,"féret",5,501.957344072782,779.878431372549,1.75,4,0.97
"férir",0.68,"férir",5,546.481209440142,735.078431372549,1.9,2,0.68
"férié",0.45,"férié",5,512.335390800519,785.274509803922,1.85,1,0.45
"férue",0.13,"férue",5,469.482517093391,788.580392156863,1.8,1,0.13
"férus",0.55,"férus",5,476.186184782531,784.149019607843,1.75,3,0.55
"fétus",0.52,"fétus",5,483.783577822755,794.01568627451,1.9,1,0.52
"fêler",0.13,"fêler",5,550.635338633501,776.054901960784,1.65,6,0.13
"fêles",0.03,"fêles",5,508.235427665211,800.003921568627,1.6,5,0.03
"fêlée",0.81,"fêlée",5,514.090183558345,826.250980392157,1.65,4,0.81
"fêlés",0.29,"fêlés",5,520.793851247485,821.819607843137,1.65,5,0.29
"fêter",4.1,"fêter",5,512.653559529522,784.490196078431,1.75,3,4.1
"fêtes",20.35,"fêtes",5,470.253648561232,808.439215686275,1.5,8,20.35
"fêtez",0.06,"fêtez",5,486.929638517342,793.717647058824,1.8,3,0.06
"fêtée",0.13,"fêtée",5,476.108404454366,834.686274509804,1.75,3,0.13
"fêtés",0.13,"fêtés",5,482.812072143506,830.254901960784,1.75,4,0.13
"fîmes",3.13,"fîmes",5,542.338469350136,822.588235294118,1.65,7,3.13
"fîtes",0.13,"fîtes",5,506.830298604009,755.890196078431,1.65,6,0.13
"fûmes",5.26,"fûmes",5,520.855180184878,865.345098039216,1.5,10,5.26
"fûtes",0.48,"fûtes",5,485.347009438751,798.647058823529,1.65,5,0.48
"gaber",0.06,"gaber",5,512.410704672077,869.058823529412,1.55,5,0.06
"gable",0.42,"gable",5,534.160696673134,870.490196078431,1.5,6,0.42
"gadin",0.29,"gadin",5,539.178829928565,871.6,1.6,4,0.29
"gadjo",0.03,"gadjo",5,598.093188378578,888.576470588235,2.3,0,0.03
"gaffa",0.03,"gaffa",5,541.540557421974,860.666666666667,1.85,3,0.03
"gaffe",10.23,"gaffe",5,529.139349929399,859.521568627451,1.65,4,10.23
"gaffé",0.29,"gaffé",5,544.097109947206,881.337254901961,1.75,3,0.29
"gagas",0.13,"gagas",5,501.493591803516,910.372549019608,1.65,4,0.13
"gager",0.1,"gager",5,536.206450625655,885.278431372549,1.5,7,0.1
"gages",2.71,"gages",5,493.806539657365,909.227450980392,1.05,14,2.71
"gagna",7.81,"gagna",5,512.100099465113,917.709803921569,1.7,4,7.81
"gagne",18.61,"gagne",5,499.698891972538,916.564705882353,1.3,9,18.61
"gagné",23.87,"gagné",5,514.656651990344,938.380392156863,1.7,3,23.87
"gagée",0.06,"gagée",5,499.6612955505,935.474509803922,1.45,7,0.06
"gagés",0.16,"gagés",5,506.36496323964,931.043137254902,1.45,7,0.16
"gaies",1.29,"gaies",5,467.127590787998,820.635294117647,1.1,14,1.29
"gails",0.1,"gails",5,537.981161446485,793.686274509804,1.6,5,0.1
"gaine",3.16,"gaine",5,473.019943103171,827.972549019608,1,12,3.16
"gains",4.19,"gains",5,479.723610792311,823.541176470588,1,12,4.19
"gainé",0.39,"gainé",5,487.977703120977,849.788235294118,1.6,4,0.39
"gaize",0.29,"gaize",5,474.815693230111,805.913725490196,1.8,2,0.29
"galas",0.39,"galas",5,501.279442717135,829.764705882353,1.55,5,0.39
"galba",0.19,"galba",5,541.805873310656,871.635294117647,1.7,4,0.19
"galbe",0.68,"galbe",5,529.404665818082,870.490196078431,1.45,5,0.68
"galbé",0.23,"galbé",5,544.362425835888,892.305882352941,1.75,3,0.23
"galet",1.87,"galet",5,535.350563751572,814.537254901961,1.7,4,1.87
"galla",0.13,"galla",5,570.143501032905,807.247058823529,1.55,6,0.13
"galle",0.1,"galle",5,557.742293540331,806.101960784314,1.05,15,0.1
"gallo",1.58,"gallo",5,580.79787993239,803.458823529412,1.75,3,1.58
"gallé",0.58,"gallé",5,572.700053558137,827.917647058823,1.65,6,0.58
"galon",2.1,"galon",5,526.542420132294,833.313725490196,1.6,5,2.1
"galop",8.55,"galop",5,580.280212006759,883.082352941177,1.6,2,8.55
"galée",0.29,"galée",5,499.447146464118,854.866666666667,1.25,11,0.29
"gamay",0.16,"gamay",5,601.493561198866,927.364705882353,2,0,0.16
"gamba",0.06,"gamba",5,539.332264952805,946.76862745098,1.7,4,0.06
"gambe",0.03,"gambe",5,526.93105746023,945.623529411765,1.65,4,0.03
"games",0.19,"games",5,491.118782213132,903.752941176471,1.4,9,0.19
"gamin",12.32,"gamin",5,555.137466352272,876.156862745098,1.75,1,12.32
"gamma",1.48,"gamma",5,562.233199090206,956.623529411765,1.75,5,1.48
"gamme",12.19,"gamme",5,549.831991597631,955.478431372549,1.6,4,12.19
"gangs",0.48,"gangs",5,507.541602153453,912.133333333333,1.65,5,0.48
"ganse",0.16,"ganse",5,445.619669052437,858.474509803922,1.55,6,0.16
"gansé",0.06,"gansé",5,460.577429070243,880.290196078431,1.75,4,0.06
"gante",0.03,"gante",5,465.029377682253,844.392156862745,1.3,10,0.03
"gants",16.77,"gants",5,471.733045371393,839.960784313726,1.7,3,16.77
"ganté",0.61,"ganté",5,479.987137700059,866.207843137255,1.45,7,0.61
"garce",4.1,"garce",5,450.557274516759,814.713725490196,1.65,5,4.1
"garda",7.13,"garda",5,496.814143521898,876.392156862745,1.6,6,7.13
"garde",124.52,"garde",5,484.412936029324,875.247058823529,1,13,124.52
"gardé",25.35,"gardé",5,499.37069604713,897.062745098039,1.45,8,25.35
"garer",1.77,"garer",5,490.41312939507,803.239215686275,1.4,9,1.77
"gares",5.9,"gares",5,448.01321842678,827.188235294118,1,16,5.9
"garez",0.13,"garez",5,464.689208382891,812.466666666667,1.6,5,0.13
"garni",5.35,"garni",5,520.147845502158,799.592156862745,1.75,1,5.35
"garno",0.03,"garno",5,476.961157134012,831.882352941176,1.95,1,0.03
"garou",0.58,"garou",5,484.464646759731,819.164705882353,1.95,0,0.58
"garum",0.23,"garum",5,541.922962530169,869.992156862745,1.95,0,0.23
"garée",1.77,"garée",5,453.867974319915,853.435294117647,1.2,11,1.77
"garés",0.39,"garés",5,460.571642009055,849.003921568627,1.35,8,0.39
"gaude",0.06,"gaude",5,479.43824746642,893.81568627451,1.7,4,0.06
"gaudi",0.1,"gaudi",5,545.680522226626,858.882352941176,1.95,1,0.1
"gaule",6.9,"gaule",5,507.188432833224,823.239215686275,1.4,8,6.9
"gaulé",0.1,"gaulé",5,522.14619285103,845.054901960784,1.9,2,0.1
"gaupe",0.03,"gaupe",5,498.577619653749,902.862745098039,1.8,4,0.03
"gauss",11.52,"gauss",5,456.009534739754,841.325490196078,1.9,0,11.52
"gavai",0.03,"gavai",5,537.519242674011,796.156862745098,1.75,1,0.03
"gaver",0.81,"gaver",5,512.693494425083,801.564705882353,1.35,10,0.81
"gaves",0.1,"gaves",5,470.293583456793,825.513725490196,1.05,14,0.1
"gavez",0.03,"gavez",5,486.969573412904,810.792156862745,1.55,7,0.03
"gavée",0.52,"gavée",5,476.148339349928,851.760784313725,1.4,8,0.52
"gavés",0.58,"gavés",5,482.852007039068,847.329411764706,1.5,7,0.58
"gayac",0.03,"gayac",5,532.652045990442,862.274509803922,1.95,1,0.03
"gayet",0.13,"gayet",5,553.343545548761,859.521568627451,1.95,1,0.13
"gazer",0.13,"gazer",5,480.781498097641,812.466666666667,1.65,5,0.13
"gazes",0.29,"gazes",5,438.381587129351,836.41568627451,1.55,8,0.29
"gazon",4.32,"gazon",5,471.331616690662,841.109803921569,1.9,1,4.32
"gazée",0.03,"gazée",5,444.236343022486,862.662745098039,1.65,5,0.03
"gazés",0.16,"gazés",5,450.940010711626,858.23137254902,1.7,5,0.16
"gaîté",4,"gaîté",5,514.303286522128,837.180392156863,1.85,1,4
"gaïac",0.03,"gaïac",5,495.780784452836,815.764705882353,2.2,1,0.03
"geais",0.39,"geais",5,483.157783666853,820.635294117647,1.8,1,0.39
"geins",0.13,"geins",5,480.226292177032,822.396078431373,1.5,8,0.13
"geint",0.9,"geint",5,521.984465357621,808.313725490196,1.7,5,0.9
"geler",1.16,"geler",5,536.494982923995,803.525490196078,1.85,3,1.16
"gelez",0.06,"gelez",5,510.771061911815,812.752941176471,1.85,2,0.06
"gelât",0.03,"gelât",5,559.36412022063,840.980392156863,2,0,0.03
"gelée",6.39,"gelée",5,499.949827848839,853.721568627451,1.7,4,6.39
"gelés",1.74,"gelés",5,506.653495537979,849.290196078431,1.75,2,1.74
"gemma",0.1,"gemma",5,562.735880474927,955.478431372549,1.8,4,0.1
"gemme",2.84,"gemme",5,550.334672982353,954.333333333333,1.65,6,2.84
"genet",0.77,"genet",5,481.613186431009,843.247058823529,1.9,1,0.77
"genou",14.61,"genou",5,476.306441583371,849.305882352941,1.95,0,14.61
"genre",120,"genre",5,464.41819446473,833.380392156863,1.85,1,120
"gente",0.23,"gente",5,465.532059066974,843.247058823529,1.25,11,0.23
"genêt",0.87,"genêt",5,497.27212264118,869.674509803922,1.8,2,0.87
"gerba",0.03,"gerba",5,496.729382551174,869.058823529412,1.8,4,0.03
"gerbe",5.23,"gerbe",5,484.3281750586,867.913725490196,1.45,8,5.23
"gerbé",0.39,"gerbé",5,499.285935076406,889.729411764706,1.7,4,0.39
"gerce",0.03,"gerce",5,451.05995590148,813.56862745098,1.45,8,0.03
"gercé",0.16,"gercé",5,466.017715919286,835.38431372549,1.6,6,0.16
"gerle",0.06,"gerle",5,512.665802780849,803.525490196078,1.65,7,0.06
"germa",0.13,"germa",5,520.11688194256,879.803921568627,1.75,5,0.13
"germe",7.39,"germe",5,507.715674449985,878.658823529412,1.25,11,7.39
"germé",0.52,"germé",5,522.673434467791,900.474509803922,1.65,5,0.52
"geste",101.77,"geste",5,467.842310929337,835.909803921569,1.5,8,101.77
"geôle",1,"geôle",5,527.664483998635,855.705882352941,1.85,2,1
"ghâts",0.03,"ghâts",5,525.223930054461,892.494117647059,2.05,0,0.03
"gibet",0.71,"gibet",5,558.706134145746,842.847058823529,1.85,2,0.71
"gibus",0.74,"gibus",5,532.934974855496,847.117647058824,2,0,0.74
"gicla",0.32,"gicla",5,564.140094178855,781.211764705882,1.85,3,0.32
"gicle",1.16,"gicle",5,551.73888668628,780.066666666667,1.65,5,1.16
"giclé",0.23,"giclé",5,566.696646704087,801.882352941176,1.8,3,0.23
"gifla",1.29,"gifla",5,603.282384936946,797.878431372549,1.8,3,1.29
"gifle",6.87,"gifle",5,590.881177444371,796.733333333333,1.55,5,6.87
"giflé",1.39,"giflé",5,605.838937462178,818.549019607843,1.75,3,1.39
"gigot",2.03,"gigot",5,595.315353101154,856.423529411765,1.8,1,2.03
"gigue",0.74,"gigue",5,550.027053119934,867.76862745098,1.65,6,0.74
"gilet",7.58,"gilet",5,582.287731012943,778.458823529412,1.8,3,7.58
"gille",0.19,"gille",5,604.679460801701,770.023529411765,1.15,12,0.19
"gipsy",0.13,"gipsy",5,649.26889106831,890.2,2.45,0,0.13
"girer",0.03,"girer",5,537.350296656441,767.160784313725,1.55,7,0.03
"gires",0.03,"gires",5,494.950385688151,791.109803921569,1.15,13,0.03
"girie",0.03,"girie",5,532.12884557867,760.607843137255,1.9,0,0.03
"girls",4.19,"girls",5,565.803956346638,764.160784313725,1.9,1,4.19
"giron",1.45,"giron",5,527.900415249461,795.803921568627,1.8,3,1.45
"gitan",1.77,"gitan",5,530.371387434008,809.458823529412,1.75,3,1.77
"giton",0.23,"giton",5,535.497808289686,805.670588235294,1.7,5,0.23
"givre",3.06,"givre",5,541.793931932474,765.486274509804,1.55,3,3.06
"givré",0.58,"givré",5,556.75169195028,787.301960784314,1.8,2,0.58
"glace",49.58,"glace",5,517.518174293484,816.145098039216,1.6,3,49.58
"glacé",14.45,"glacé",5,532.47593431129,837.960784313726,1.7,3,14.45
"glana",0.06,"glana",5,533.267678011253,837.101960784314,1.75,5,0.06
"gland",1.84,"gland",5,582.432720544762,879.58431372549,1.6,4,1.84
"glane",0.42,"glane",5,520.866470518678,835.956862745098,1.5,6,0.42
"glané",0.19,"glané",5,535.824230536484,857.772549019608,1.6,5,0.19
"glapi",0.19,"glapi",5,636.755482753583,850.792156862745,1.75,1,0.19
"glass",1.23,"glass",5,527.945123079383,824.188235294118,1.9,1,1.23
"glaça",0.71,"glaça",5,556.844072087862,845.490196078431,1.85,2,0.71
"globe",15.94,"globe",5,558.444315533945,866.701960784314,1.75,2,15.94
"glose",0.48,"glose",5,528.899377473585,824.83137254902,1.6,5,0.48
"glosé",0.03,"glosé",5,543.857137491391,846.647058823529,1.95,1,0.03
"glèbe",0.97,"glèbe",5,564.60381584347,891.125490196078,1.8,3,0.97
"glène",0.03,"glène",5,534.683892911544,856.592156862745,1.7,4,0.03
"gnard",0.1,"gnard",5,539.581232393631,878.152941176471,1.85,1,0.1
"gnare",0.06,"gnare",5,478.014982367547,834.525490196078,1.85,1,0.06
"gnome",0.68,"gnome",5,520.301170627881,907.301960784314,1.8,1,0.68
"gnons",0.81,"gnons",5,473.705743240892,857.592156862745,1.75,2,0.81
"gnose",4.03,"gnose",5,467.377060423317,854.686274509804,1.8,2,4.03
"gnouf",0.48,"gnouf",5,544.034862870297,849.066666666667,1.9,1,0.48
"gnous",0.13,"gnous",5,477.096737126917,844.874509803922,1.85,2,0.13
"gnôle",0.77,"gnôle",5,541.840629064679,858.611764705882,1.9,1,0.77
"gobai",0.03,"gobai",5,547.030611606117,859.862745098039,1.85,0,0.03
"gober",1.13,"gober",5,522.20486335719,865.270588235294,1.7,4,1.13
"gobes",0.06,"gobes",5,479.8049523889,889.219607843137,1.5,6,0.06
"gobet",0.03,"gobet",5,521.563125569489,875.137254901961,1.55,6,0.03
"gobée",0.06,"gobée",5,485.659708282034,915.466666666667,1.85,1,0.06
"gobés",0.06,"gobés",5,492.363375971174,911.035294117647,1.8,3,0.06
"goder",0.29,"goder",5,527.354215442827,871.458823529412,1.7,5,0.29
"godes",0.03,"godes",5,484.954304474537,895.407843137255,1.55,5,0.03
"godet",2.23,"godet",5,526.712477655126,881.325490196078,1.6,5,2.23
"godin",0.52,"godin",5,548.972988613678,867.811764705882,1.95,1,0.52
"gogos",0.42,"gogos",5,516.414171344307,902.796078431373,1.85,1,0.42
"golem",0.16,"golem",5,581.309279469147,877.447058823529,2,0,0.16
"golfe",5.23,"golfe",5,552.731791971842,829.023529411765,1.85,1,5.23
"golfs",0.06,"golfs",5,559.435459660982,824.592156862745,1.85,1,0.06
"gombo",0.06,"gombo",5,559.780802537402,939.192156862745,2,0,0.06
"gomma",0.23,"gomma",5,572.027357775319,952.835294117647,1.65,7,0.23
"gomme",6.81,"gomme",5,559.626150282744,951.690196078431,1.35,10,6.81
