"X1_graph","X8_frantfreqparm","Word","nl","oPE","Npix","OLD20","CN","Freq"
"duper",0.9,"duper",5,530.007428583352,863.305882352941,1.8,3,0.9
"dupes",1.84,"dupes",5,487.607517615062,887.254901960784,1.35,10,1.84
"dupée",0.23,"dupée",5,493.462273508196,913.501960784314,1.75,2,0.23
"dupés",0.13,"dupés",5,500.165941197336,909.070588235294,1.7,4,0.13
"dural",0.03,"dural",5,544.376533188656,784.827450980392,1.7,4,0.03
"duras",0.45,"duras",5,456.634796096515,807.345098039216,1.65,5,0.45
"durci",2.39,"durci",5,517.734074800548,758.792156862745,1.8,0,2.39
"durer",15.97,"durer",5,491.347654918654,782.250980392157,1.6,6,15.97
"dures",9.42,"dures",5,448.947743950364,806.2,1.1,13,9.42
"durât",0.42,"durât",5,514.216792215289,819.705882352941,1.95,1,0.42
"durée",72.55,"durée",5,454.802499843498,832.447058823529,1.5,6,72.55
"dusse",0.1,"dusse",5,448.864446438383,830.149019607843,1.55,8,0.1
"duvet",4.71,"duvet",5,512.986282160966,790.443137254902,1.9,0,4.71
"dyade",0.19,"dyade",5,560.599712038061,911.63137254902,1.9,0,0.19
"dykes",0.03,"dykes",5,565.484923731819,888.078431372549,1.9,1,0.03
"dynes",0.13,"dynes",5,524.779351598744,865.333333333333,1.75,4,0.13
"dèche",0.94,"dèche",5,469.276641000493,882.694117647059,1.7,5,0.94
"dèmes",0.1,"dèmes",5,491.728663341887,914.356862745098,1.6,6,0.1
"débat",24.35,"débat",5,520.29883910996,890.709803921569,1.75,3,24.35
"débet",0.23,"débet",5,512.611786963809,889.564705882353,1.7,5,0.23
"débit",10.16,"débit",5,556.493914543468,854.63137254902,1.4,8,10.16
"début",140.84,"début",5,528.598800854147,879.752941176471,1.6,4,140.84
"décan",0.06,"décan",5,469.318245240628,857.78431372549,1.85,1,0.06
"déchu",1.87,"déchu",5,499.851202971432,872.917647058823,1.75,2,1.87
"déché",0.03,"déché",5,484.467339968977,904.545098039216,1.7,6,0.03
"décor",45.65,"décor",5,496.708020505115,822.709803921569,1.8,0,45.65
"décri",0.03,"décri",5,532.300092509511,790.419607843137,1.6,2,0.03
"décru",0.32,"décru",5,496.399440769567,815.541176470588,1.75,2,0.32
"décès",9.13,"décès",5,455.014366101175,871.082352941177,2,0,9.13
"dédia",0.61,"dédia",5,525.582633251952,880.478431372549,1.6,8,0.61
"dédie",0.71,"dédie",5,513.181425759377,879.333333333333,1.45,7,0.71
"dédit",0.45,"dédit",5,561.643266629105,860.819607843137,1.45,9,0.45
"dédié",1.48,"dédié",5,528.139185777183,901.149019607843,1.55,7,1.48
"défet",0.03,"défet",5,522.395100473675,851.886274509804,1.8,4,0.03
"défia",0.16,"défia",5,530.216594676181,836.611764705882,1.4,9,0.16
"défie",2.16,"défie",5,517.815387183606,835.466666666667,1.25,9,2.16
"défis",1.84,"défis",5,524.519054872746,831.035294117647,1.55,6,1.84
"défit",1.87,"défit",5,566.277228053335,816.952941176471,1.35,11,1.87
"défié",0.39,"défié",5,532.773147201412,857.282352941176,1.3,9,0.39
"défît",0.06,"défît",5,572.933686677934,825.764705882353,1.85,3,0.06
"dégel",2.42,"dégel",5,582.39109682894,897.349019607843,1.85,0,2.42
"dégât",0.19,"dégât",5,559.918408001724,933.372549019608,1.95,0,0.19
"déité",0.19,"déité",5,508.605216701792,839.007843137255,1.85,0,0.19
"délai",24.65,"délai",5,561.660869867634,809.901960784314,1.8,1,24.65
"délia",0.16,"délia",5,544.014878033511,809.901960784314,1.5,7,0.16
"délie",0.52,"délie",5,531.613670540936,808.756862745098,1.2,7,0.52
"délit",5.26,"délit",5,580.075511410665,790.243137254902,1.45,8,5.26
"délié",1.42,"délié",5,546.571430558742,830.572549019608,1.45,7,1.42
"démet",0.06,"démet",5,533.719775473154,900.309803921569,1.65,4,0.06
"démis",0.39,"démis",5,535.843729872224,879.458823529412,1.65,5,0.39
"démit",0.06,"démit",5,577.601903052813,865.376470588235,1.5,9,0.06
"démon",9.26,"démon",5,524.911631853876,919.086274509804,1.9,0,9.26
"démît",0.03,"démît",5,584.258361677412,874.188235294118,1.85,3,0.03
"dénia",0.03,"dénia",5,489.774819328226,839.756862745098,1.55,8,0.03
"dénie",0.48,"dénie",5,477.373611835652,838.611764705882,1.3,10,0.48
"dénis",0.13,"dénis",5,484.077279524792,834.180392156863,1.6,7,0.13
"dénié",0.03,"dénié",5,492.331371853458,860.427450980392,1.5,8,0.03
"dénue",0.03,"dénue",5,449.478498146331,863.733333333333,1.65,4,0.03
"dénué",1.35,"dénué",5,464.436258164137,885.549019607843,1.7,2,1.35
"dépit",37.03,"dépit",5,573.156112931159,869.866666666667,1.4,7,37.03
"déplu",1.42,"déplu",5,582.00733816052,886.552941176471,2.05,0,1.42
"dépôt",15.61,"dépôt",5,558.084776273048,928.6,1.9,1,15.61
"désir",85.35,"désir",5,528.787442355444,802.894117647059,1.75,1,85.35
"dévia",0.23,"dévia",5,520.716070919321,806.796078431373,1.6,6,0.23
"dévie",0.74,"dévie",5,508.314863426746,805.650980392157,1.45,6,0.74
"dévié",0.87,"dévié",5,523.272623444552,827.466666666667,1.55,6,0.87
"dévot",0.58,"dévot",5,525.708049718645,819.427450980392,1.85,1,0.58
"dévêt",0.19,"dévêt",5,528.553512926986,848.498039215686,1.85,1,0.19
"déçue",4.19,"déçue",5,476.489515820517,872.121568627451,1.75,3,4.19
"déçus",2.68,"déçus",5,483.193183509656,867.690196078431,1.8,2,2.68
"déçut",0.52,"déçut",5,524.951356690245,853.607843137255,1.8,3,0.52
"dîmes",0.48,"dîmes",5,530.995336964156,866.454901960784,1.45,10,0.48
"dînai",0.32,"dînai",5,546.454545833941,791.819607843137,1.85,0,0.32
"dîner",49.58,"dîner",5,521.628797585014,797.227450980392,1.7,2,49.58
"dînes",0.06,"dînes",5,479.228886616724,821.176470588235,1.55,7,0.06
"dînez",0.16,"dînez",5,495.904876572834,806.454901960784,1.85,2,0.16
"dînât",0.03,"dînât",5,544.497934881649,834.682352941176,2,0,0.03
"dînée",0.03,"dînée",5,485.083642509858,847.423529411765,1.85,1,0.03
"dîtes",0.06,"dîtes",5,495.487166218029,799.756862745098,1.65,7,0.06
"dômes",1.13,"dômes",5,503.765937023975,916.376470588235,1.7,5,1.13
"dûmes",0.87,"dûmes",5,509.512047798898,909.211764705882,1.4,11,0.87
"effet",289.87,"effet",5,535.209921471248,786.203921568627,2.25,0,289.87
"efrit",0.03,"efrit",5,547.311160264034,723.129411764706,1.95,0,0.03
"eider",0.03,"eider",5,514.640494125993,785.509803921569,1.8,3,0.03
"elfes",0.58,"elfes",5,506.138520821594,773.576470588235,1.9,1,0.58
"elles",686.39,"elles",5,519.936804178924,746.866666666667,1.65,1,686.39
"embua",0.03,"embua",5,510.401030820273,882.152941176471,1.8,3,0.03
"embue",0.13,"embue",5,497.999823327699,881.007843137255,1.65,4,0.13
"embus",0.03,"embus",5,504.703491016839,876.576470588235,1.7,4,0.03
"embué",0.58,"embué",5,512.957583345505,902.823529411765,1.7,3,0.58
"empan",0.06,"empan",5,533.202284219825,910.105882352941,2.25,0,0.06
"empli",3.03,"empli",5,635.770853243745,844.172549019608,1.65,1,3.03
"encan",0.35,"encan",5,433.297521718868,795.247058823529,2.05,1,0.35
"encas",0.06,"encas",5,413.160965159386,787.909803921569,1.9,2,0.06
"encor",1.65,"encor",5,460.687296983354,760.172549019608,1.95,0,1.65
"encre",18.19,"encre",5,430.037094227545,762.81568627451,1.7,3,18.19
"encré",0.13,"encré",5,444.994854245351,784.63137254902,1.75,3,0.13
"endos",0.03,"endos",5,452.795715348926,844.654901960784,1.95,0,0.03
"enfer",25.42,"enfer",5,487.016114739616,779.482352941176,1.85,1,25.42
"enfin",398.32,"enfin",5,508.634887910466,775.835294117647,1.95,1,398.32
"enfla",0.65,"enfla",5,521.167314233248,782.058823529412,1.85,2,0.65
"enfle",1.23,"enfle",5,508.766106740673,780.913725490196,1.7,2,1.23
"enflé",1.84,"enflé",5,523.72386675848,802.729411764706,1.7,2,1.84
"enfui",2.16,"enfui",5,520.14182473273,763.117647058824,1.75,1,2.16
"engin",8.84,"engin",5,522.647320354178,829.733333333333,1.9,1,8.84
"enjeu",5.9,"enjeu",5,516.811640896159,785.882352941176,2.6,0,5.9
"ennui",23.61,"ennui",5,479.700049384776,766.262745098039,1.85,1,23.61
"enter",0.06,"enter",5,462.832618992967,761.207843137255,1.6,3,0.06
"entra",26.84,"entra",5,457.397096731562,762.352941176471,1.7,3,26.84
"entre",1026.48,"entre",5,444.995889238987,761.207843137255,1.4,4,1026.48
"entré",20.58,"entré",5,459.953649256793,783.023529411765,1.65,3,20.58
"envia",0.23,"envia",5,484.69534739756,744.258823529412,1.85,2,0.23
"envie",137.55,"envie",5,472.294139904986,743.113725490196,1.65,2,137.55
"envié",0.84,"envié",5,487.251899922792,764.929411764706,1.75,2,0.84
"envoi",7.77,"envoi",5,507.467760087361,740.470588235294,1.8,1,7.77
"envol",4.1,"envol",5,535.670890108437,748.454901960784,1.75,1,4.1
"ergot",0.26,"ergot",5,536.356206136232,809.317647058824,1.75,1,0.26
"errai",0.29,"errai",5,503.216897940446,714.647058823529,1.7,0,0.29
"errer",4.03,"errer",5,478.391149691519,720.054901960784,1.6,2,4.03
"erres",0.03,"erres",5,435.991238723229,744.003921568627,1.7,2,0.03
"errez",0.1,"errez",5,452.667228679339,729.282352941176,1.75,2,0.1
"esche",0.06,"esche",5,433.296752429243,812.854901960784,2,0,0.06
"escot",0.06,"escot",5,459.853455195486,762.701960784314,1.95,1,0.06
"espar",0.03,"espar",5,501.389947763425,826.203921568627,1.95,0,0.03
"essai",20.26,"essai",5,473.518235502785,762.545098039216,1.8,0,20.26
"essor",17.94,"essor",5,461.505960255687,765.309803921569,1.85,0,17.94
"ester",0.55,"ester",5,462.6405149928,753.870588235294,1.55,3,0.55
"estes",0.13,"estes",5,420.24060402451,777.819607843137,1.45,2,0.13
"estoc",0.19,"estoc",5,446.433698502458,762.701960784314,1.9,1,0.19
"estom",0.1,"estom",5,510.97680723939,827.792156862745,1.9,1,0.1
"ethno",0.39,"ethno",5,484.036688020365,815.941176470588,2.8,0,0.39
"eusse",6.19,"eusse",5,413.566640930937,786.521568627451,1.5,8,6.19
"event",0.03,"event",5,498.928926263658,759.533333333333,1.85,1,0.03
"exact",18.65,"exact",5,480.356154664774,760.027450980392,2.1,0,18.65
"exclu",7.58,"exclu",5,525.720625447766,740.635294117647,2.1,0,7.58
"excès",27.68,"excès",5,444.748829024336,794.745098039216,2.15,0,27.68
"exeat",0.19,"exeat",5,479.077639824996,776.933333333333,2.6,0,0.19
"exige",32.13,"exige",5,519.190476389207,813.027450980392,1.6,3,32.13
"exigu",1.39,"exigu",5,549.532099409468,803.21568627451,1.85,2,1.39
"exigé",7.23,"exigé",5,534.148236407013,834.843137254902,1.75,3,7.23
"exila",0.16,"exila",5,534.255984252515,733.564705882353,1.8,3,0.16
"exile",0.48,"exile",5,521.85477675994,732.419607843137,1.55,5,0.48
"exils",0.23,"exils",5,528.55844444908,727.988235294118,1.7,3,0.23
"exilé",2.65,"exilé",5,536.812536777747,754.235294117647,1.65,4,2.65
"exode",4.9,"exode",5,473.407897390953,835.286274509804,1.9,0,4.9
"expie",0.19,"expie",5,514.428734984593,812.043137254902,1.8,1,0.19
"expié",0.16,"expié",5,529.386495002399,833.858823529412,1.8,1,0.16
"expos",0.03,"expos",5,490.063748095902,839.901960784314,1.8,0,0.03
"extra",11.65,"extra",5,483.152283176484,748.552941176471,1.95,1,11.65
"eûmes",3.1,"eûmes",5,474.214242291452,865.58431372549,1.6,8,3.1
"eûtes",0.03,"eûtes",5,438.706071545325,798.886274509804,1.8,4,0.03
"fable",4.97,"fable",5,530.944904673468,816.592156862745,1.55,4,4.97
"faces",12.03,"faces",5,437.436024455896,784.764705882353,1.45,7,12.03
"facho",0.35,"facho",5,488.50655426413,815.549019607843,1.8,3,0.35
"facto",1.55,"facto",5,486.168656664509,768.039215686274,1.9,1,1.55
"fadas",0.16,"fadas",5,479.631405935909,846.443137254902,1.75,4,0.16
"fader",0.35,"fader",5,514.344264758048,821.349019607843,1.75,2,0.35
"fades",2.45,"fades",5,471.944353789758,845.298039215686,1.5,8,2.45
"fadée",0.06,"fadée",5,477.799109682892,871.545098039216,1.7,3,0.06
"fadés",0.03,"fadés",5,484.502777372032,867.113725490196,1.65,5,0.03
"faena",0.06,"faena",5,454.132899303742,810.152941176471,1.95,0,0.06
"fagne",0.1,"fagne",5,496.483099972872,862.666666666667,1.55,7,0.1
"fagot",1.58,"fagot",5,545.162393840117,838.603921568627,1.55,6,1.58
"faims",0.52,"faims",5,529.806913868774,814.921568627451,1.8,2,0.52
"faine",0.03,"faine",5,469.804151103505,774.074509803922,1.1,12,0.03
"faire",1124.26,"faire",5,488.474980002642,742.788235294118,1.4,9,1124.26
"faite",83,"faite",5,489.588844604886,752.654901960784,1.45,8,83
"faits",110.29,"faits",5,496.292512294026,748.223529411765,1.6,4,110.29
"fakir",0.45,"fakir",5,563.124150547057,768.439215686275,1.95,0,0.45
"fallu",45.26,"fallu",5,584.868124560926,742.392156862745,1.95,0,45.26
"falot",1,"falot",5,544.948244753735,757.996078431373,1.65,4,1
"falun",0.1,"falun",5,526.500169021136,772.247058823529,1.9,1,0.1
"famée",0.19,"famée",5,493.7577461066,876.101960784314,1.45,8,0.19
"famés",0.23,"famés",5,500.46141379574,871.670588235294,1.55,7,0.23
"fanal",1.39,"fanal",5,531.565329104325,783.203921568627,1.65,5,1.39
"fanas",0.1,"fanas",5,443.823592012184,805.721568627451,1.5,7,0.1
"faner",0.65,"faner",5,478.536450834323,780.627450980392,1.7,4,0.65
"fanes",0.48,"fanes",5,436.136539866033,804.576470588235,1.15,9,0.48
"fange",1.06,"fange",5,497.622142464646,862.666666666667,1.5,5,1.06
"fanon",0.16,"fanon",5,469.086569427343,809.270588235294,1.75,2,0.16
"fanée",1.39,"fanée",5,441.991295759167,830.823529411765,1.6,5,1.39
"fanés",0.9,"fanés",5,448.694963448307,826.392156862745,1.5,7,0.9
"faons",0.29,"faons",5,455.81112479046,801.933333333333,1.65,3,0.29
"farce",6.16,"farce",5,447.341482517092,760.81568627451,1.5,6,6.16
"farci",1.61,"farci",5,513.583757277298,725.882352941176,1.7,2,1.61
"farde",0.35,"farde",5,481.197144029657,821.349019607843,1.05,11,0.35
"fards",1.77,"fards",5,487.900811718797,816.917647058823,1.5,6,1.77
"fardé",0.77,"fardé",5,496.154904047464,843.164705882353,1.3,9,0.77
"fares",0.06,"fares",5,444.797426427114,773.290196078431,1.25,11,0.06
"farté",0.06,"farté",5,485.432232261474,781.023529411765,1.65,4,0.06
"fasce",0.1,"fasce",5,440.990847818374,784.764705882353,1.7,4,0.1
"fascé",0.1,"fascé",5,455.94860783618,806.580392156863,1.95,1,0.1
"fasse",41,"fasse",5,444.714128915133,797.239215686275,1.1,15,41
"faste",2.9,"faste",5,464.12383754495,783.156862745098,1.4,9,2.9
"fatal",8.97,"fatal",5,547.823608705631,761.78431372549,1.75,3,8.97
"fatma",0.45,"fatma",5,523.987474351215,836.917647058823,1.9,0,0.45
"fatum",0.29,"fatum",5,546.304563570727,825.960784313726,1.95,0,0.29
"faune",8.48,"faune",5,445.715090179383,799.196078431373,1.6,5,8.48
"faute",70.16,"faute",5,465.499783680764,777.776470588235,1.35,9,70.16
"fauté",0.39,"fauté",5,480.457543698571,799.592156862745,1.75,3,0.39
"fauve",8.87,"fauve",5,483.468386091576,766.235294117647,1.75,4,8.87
"favus",0.16,"favus",5,483.064805347465,761.803921568627,2,0,0.16
"fayot",0.23,"fayot",5,562.941226550924,802.980392156863,1.75,3,0.23
"façon",255.71,"façon",5,496.097587101529,817.658823529412,1.8,2,255.71
"faîte",4.55,"faîte",5,496.129734504656,761.466666666667,1.75,3,4.55
"feins",0.71,"feins",5,477.010500177366,768.498039215686,1.45,8,0.71
"feint",3.68,"feint",5,518.768673357955,754.41568627451,1.55,6,3.68
"femme",400.52,"femme",5,547.118880982686,900.435294117647,1.75,3,400.52
"fende",0.06,"fende",5,473.038938853298,851.490196078431,1.4,8,0.06
"fends",0.58,"fends",5,479.742606542438,847.058823529412,1.5,7,0.58
"fendu",2.81,"fendu",5,503.380561873559,841.678431372549,1.5,7,2.81
"fenil",0.16,"fenil",5,568.263085922554,745.980392156863,1.95,0,0.16
"fente",7.81,"fente",5,462.316267067308,789.349019607843,1.25,11,7.81
"ferai",19.55,"ferai",5,512.525767029052,742.788235294118,1.6,3,19.55
"feras",7.52,"feras",5,452.987159957986,773.290196078431,1.65,3,7.52
"ferez",6.77,"ferez",5,461.976097767946,757.423529411765,1.75,3,6.77
"feria",0.13,"feria",5,494.879775194929,742.788235294118,1.75,3,0.13
"ferma",11.81,"ferma",5,516.901089942893,825.905882352941,1.55,7,11.81
"ferme",75.58,"ferme",5,504.499882450318,824.760784313725,1.15,13,75.58
"fermi",2.16,"fermi",5,570.742157210524,789.827450980392,1.7,5,2.16
"fermé",31.39,"fermé",5,519.457642468125,846.576470588235,1.55,7,31.39
"ferra",0.06,"ferra",5,482.26449651872,749.341176470588,1.45,8,0.06
"ferre",0.29,"ferre",5,469.863289026145,748.196078431373,1.35,8,0.29
"ferry",5.16,"ferry",5,579.254683554868,766.23137254902,1.85,3,5.16
"ferré",1.87,"ferré",5,484.821049043951,770.011764705882,1.45,8,1.87
"ferte",0.06,"ferte",5,470.977153628389,758.062745098039,1.65,7,0.06
"ferté",0.77,"ferté",5,485.934913646195,779.878431372549,1.75,4,0.77
"fesse",3.42,"fesse",5,445.216810299855,796.094117647059,1.3,9,3.42
"fessu",0.13,"fessu",5,475.558433320116,786.282352941176,1.8,2,0.13
"fessé",0.1,"fessé",5,460.174570317661,817.909803921569,1.7,4,0.1
"feula",0.03,"feula",5,516.876529710854,769.341176470588,1.9,2,0.03
"feule",0.1,"feule",5,504.475322218279,768.196078431373,1.6,5,0.1
"fiais",0.06,"fiais",5,526.376477543836,731.803921568627,1.4,8,0.06
"fiait",0.19,"fiait",5,568.134650724424,717.721568627451,1.5,6,0.19
"fiant",0.48,"fiant",5,536.848543149078,755.560784313725,1.6,5,0.48
"fibre",5.16,"fibre",5,538.295350179801,779.082352941177,1.65,5,5.16
"fibré",0.42,"fibré",5,553.253110197607,800.898039215686,1.8,2,0.42
"ficha",0.26,"ficha",5,524.789342626016,783.258823529412,1.7,6,0.26
"fiche",12.26,"fiche",5,512.388135133442,782.113725490196,1.2,9,12.26
"fichu",6.39,"fichu",5,542.729758153703,772.301960784314,1.75,3,6.39
"fiché",1.32,"fiché",5,527.345895151248,803.929411764706,1.5,8,1.32
"ficus",0.1,"ficus",5,500.360205607605,738.874509803922,1.9,1,0.1
"fiefs",0.81,"fiefs",5,538.825417162251,765.352941176471,1.8,3,0.81
"fiels",0.03,"fiels",5,553.630077415853,738.643137254902,1.7,4,0.03
"fient",0.06,"fient",5,537.130699942267,754.41568627451,1.25,8,0.06
"fieri",0.1,"fieri",5,573.581962731881,706.709803921569,1.9,1,0.1
"fiers",5.26,"fiers",5,514.043355660815,737.211764705882,1.7,4,5.26
"fifis",0.19,"fifis",5,567.397610055017,730.419607843137,1.85,2,0.19
"fifre",0.68,"fifre",5,548.078663689668,741.403921568627,1.85,2,0.68
"fifty",0.61,"fifty",5,658.583922820634,769.305882352941,2.6,0,0.61
"figea",1.42,"figea",5,543.225454722504,824.827450980392,1.85,1,1.42
"figer",1.77,"figer",5,579.927825887359,795.301960784314,1.65,4,1.77
"figue",1.06,"figue",5,546.811261120268,813.870588235294,1.45,8,1.06
"figée",5.03,"figée",5,543.382670812204,845.498039215686,1.6,4,5.03
"figés",3.48,"figés",5,550.086338501344,841.066666666667,1.7,3,3.48
"filai",0.29,"filai",5,604.539425049905,709.286274509804,1.8,1,0.29
"filer",11.81,"filer",5,579.713676800978,714.694117647059,1.35,8,11.81
"files",3.77,"files",5,537.313765832688,738.643137254902,1,14,3.77
"filet",19,"filet",5,579.071939013277,724.560784313725,1.5,6,19
"filez",0.81,"filez",5,553.989755788798,723.921568627451,1.5,6,0.81
"filin",0.97,"filin",5,601.332449971828,711.047058823529,1.85,2,0.97
"fille",244.19,"fille",5,601.463668802035,716.125490196078,1.2,13,244.19
"filme",0.32,"filme",5,596.50521322399,791.258823529412,1.45,5,0.32
"films",19.1,"films",5,603.20888091313,786.827450980392,1.6,4,19.1
"filmé",0.45,"filmé",5,611.462973241796,813.074509803922,1.7,2,0.45
"filon",1.26,"filon",5,570.263795393998,743.337254901961,1.7,4,1.26
"filou",0.65,"filou",5,573.765194165639,730.619607843137,1.8,2,0.65
"filât",0.1,"filât",5,602.582814097613,752.149019607843,1.9,2,0.1
"filée",0.42,"filée",5,543.168521725822,764.890196078431,1.35,8,0.42
"filés",1.1,"filés",5,549.872189414962,760.458823529412,1.35,8,1.1
"final",13.74,"final",5,578.502496365696,747.125490196078,1.85,1,13.74
"fines",16.06,"fines",5,483.073707127404,768.498039215686,1.2,12,16.06
"finet",0.19,"finet",5,524.831880307992,754.41568627451,1.65,6,0.19
"finie",12.35,"finie",5,520.252167017923,737.996078431373,1.7,3,12.35
"finir",41.58,"finir",5,569.355745675353,709.61568627451,1.75,3,41.58
"finis",10.39,"finis",5,526.955834707063,733.564705882353,1.45,7,10.39
"finit",46.39,"finit",5,568.714007887651,719.482352941176,1.65,6,46.39
"finns",0.26,"finns",5,495.669727131716,771.403921568627,1.75,3,0.26
"finît",0.42,"finît",5,575.37046651225,728.294117647059,1.9,2,0.42
"fiole",1.61,"fiole",5,554.302175016866,740.43137254902,1.75,3,1.61
"fions",0.06,"fions",5,502.748292051831,765.854901960784,1.4,6,0.06
"fiord",0.03,"fiord",5,576.281703287912,782.627450980392,1.95,1,0.03
"firme",22.1,"firme",5,550.934368326968,789.827450980392,1.8,3,22.1
"fissa",1.58,"fissa",5,504.052503669079,762.305882352941,1.75,5,1.58
"fisse",0.42,"fisse",5,491.651296176504,761.160784313725,1.4,11,0.42
"fixai",0.74,"fixai",5,567.196822680827,725.341176470588,1.8,1,0.74
"fixer",29.61,"fixer",5,542.3710744319,730.749019607843,1.6,5,29.61
"fixes",14.68,"fixes",5,499.97116346361,754.698039215686,1.6,6,14.68
"fixez",0.23,"fixez",5,516.64715341972,739.976470588235,1.75,3,0.23
"fixât",0.19,"fixât",5,565.240211728535,768.203921568627,1.95,1,0.19
"fixée",16.48,"fixée",5,505.825919356744,780.945098039216,1.6,4,16.48
"fixés",16.68,"fixés",5,512.529587045884,776.513725490196,1.65,4,16.68
"fière",10.23,"fière",5,520.874953571353,763.423529411765,1.65,5,10.23
"fjord",0.35,"fjord",5,640.215874075773,805.152941176471,1.9,1,0.35
"flair",3.39,"flair",5,598.040364751788,715.839215686275,1.75,2,3.39
"flanc",19.58,"flanc",5,537.73396768427,765.152941176471,1.7,3,19.58
"flans",0.1,"flans",5,524.354346208151,777.627450980392,1.6,5,0.1
"flapi",0.1,"flapi",5,633.539690753916,796.894117647059,1.85,1,0.1
"flash",2.74,"flash",5,568.283294729739,803.717647058824,1.75,3,2.74
"flask",0.03,"flask",5,586.358782491356,800.372549019608,1.9,1,0.03
"flats",0.06,"flats",5,544.139039709533,756.207843137255,1.75,3,0.06
"flave",0.03,"flave",5,555.403974431204,749.098039215686,1.9,1,0.03
"fleur",32.97,"fleur",5,570.427407855656,739.81568627451,1.7,1,32.97
"flics",21,"flics",5,549.360666068483,721.737254901961,1.75,4,21
"flint",0.45,"flint",5,594.467135474266,727.466666666667,1.85,2,0.45
"flips",0.1,"flips",5,602.355699768377,791.317647058824,1.8,3,0.1
"flirt",1.48,"flirt",5,613.137964373403,696.180392156863,1.75,1,1.48
"flocs",0.13,"flocs",5,528.663972066299,754.027450980392,1.6,6,0.13
"flood",0.03,"flood",5,587.092303625954,816.349019607843,2,0,0.03
"flore",6.45,"flore",5,543.979429501491,746.98431372549,1.8,2,6.45
"flots",10.19,"flots",5,551.796961792874,752.419607843137,1.55,6,10.19
"floue",2.65,"floue",5,528.699594488379,765.552941176471,1.45,4,2.65
"flous",1.87,"flous",5,535.403262177519,761.121568627451,1.45,5,1.87
"floué",0.26,"floué",5,543.657354506185,787.36862745098,1.65,3,0.26
"fluet",0.84,"fluet",5,557.782054545832,749.682352941176,1.85,1,0.84
"fluor",0.74,"fluor",5,571.237265335363,737.172549019608,2.1,0,0.74
"flush",0.13,"flush",5,572.548849891143,792.760784313725,1.85,3,0.13
"flâna",0.1,"flâna",5,546.342849988521,809.647058823529,1.85,2,0.1
"flâne",0.55,"flâne",5,533.941642495947,808.501960784314,1.8,2,0.55
"flâné",0.55,"flâné",5,548.899402513753,830.317647058824,2.05,2,0.55
"fléau",2.87,"fléau",5,557.799986088794,791.156862745098,2.15,0,2.87
"flûta",0.03,"flûta",5,570.690207207394,777.274509803922,1.9,2,0.03
"flûte",6.29,"flûte",5,558.288999714819,776.129411764706,1.75,2,6.29
"flûté",0.16,"flûté",5,573.246759732625,797.945098039216,1.8,2,0.16
"focal",0.84,"focal",5,542.658972379301,759.603921568627,1.7,4,0.84
"foehn",0.03,"foehn",5,500.488665845904,834.21568627451,2.9,0,0.03
"foies",2,"foies",5,473.705957473445,762.949019607843,1.35,7,2
"foins",1.52,"foins",5,486.301977477758,765.854901960784,1.5,6,1.52
"foira",0.03,"foira",5,510.67034618033,740.145098039216,1.75,5,0.03
"foire",10.16,"foire",5,498.269138687755,739,1.35,9,10.16
"foiré",0.42,"foiré",5,513.226898705561,760.81568627451,1.7,4,0.42
"folie",36.06,"folie",5,537.349217146949,740.43137254902,1.65,5,36.06
"folio",1.16,"folio",5,560.404803539009,737.788235294118,1.8,2,1.16
"folle",35.03,"folle",5,564.320660225777,748.41568627451,1.6,6,35.03
"fonce",6.48,"fonce",5,448.474754641124,788.313725490196,1.35,7,6.48
"foncé",8.48,"foncé",5,463.432514658931,810.129411764706,1.65,4,8.48
"fonda",3.35,"fonda",5,494.731623646264,849.992156862745,1.55,7,3.35
"fonde",7.29,"fonde",5,482.330416153689,848.847058823529,1,13,7.29
"fonds",50.81,"fonds",5,489.034083842829,844.41568627451,1.3,10,50.81
"fondu",8.06,"fondu",5,512.672039173951,839.035294117647,1.5,7,8.06
"fondé",15.52,"fondé",5,497.288176171496,870.662745098039,1.3,9,15.52
"fonte",10.32,"fonte",5,471.6077443677,786.705882352941,1.35,11,10.32
"fonts",0.68,"fonts",5,478.31141205684,782.274509803922,1.55,5,0.68
"fonça",1.55,"fonça",5,487.800652435503,817.658823529412,1.8,2,1.55
"force",205.97,"force",5,457.135641202205,757.027450980392,1.35,8,205.97
"forci",0.35,"forci",5,523.377915962411,722.094117647059,1.7,4,0.35
"forcé",15.52,"forcé",5,472.093401220012,778.843137254902,1.6,5,15.52
"forer",0.39,"forer",5,496.991496080517,745.552941176471,1.55,4,0.39
"foret",0.16,"foret",5,496.349758292816,755.419607843137,1.4,7,0.16
"forez",0.71,"forez",5,471.267575068337,754.780392156863,1.65,4,0.71
"forge",6.03,"forge",5,516.07718771084,827.592156862745,1.35,6,6.03
"forgé",4.77,"forgé",5,531.034947728647,849.407843137255,1.65,4,4.77
"forma",2.58,"forma",5,526.192567243285,823.262745098039,1.6,6,2.58
"forme",282.58,"forme",5,513.79135975071,822.117647058824,1.05,11,282.58
"formi",0.06,"formi",5,580.033634510916,787.18431372549,1.55,6,0.06
"formé",23.68,"formé",5,528.749119768517,843.933333333333,1.5,7,23.68
"forte",66.61,"forte",5,480.268630928781,755.419607843137,1.2,13,66.61
"forts",17.29,"forts",5,486.97229861792,750.988235294118,1.4,7,17.29
"forum",1.9,"forum",5,548.501329215615,812.305882352941,1.95,0,1.9
