,prN,string,stimcode,old,lgfreqCount,lex,simBOLDentro,simBOLD_p,vis_pred_err,lumi,vis_pred_err_freq,cvp,concr,bfreq,Unnamed: 0,lexicality,ope,ape,spe,spe_inverted,letter_length,ope_norm,ape_norm,spe_norm,in_lexicon,ope_norm_dec_p50,ape_norm_dec_p50,spe_norm_dec_p50,aspe_norm_dec_p50,ospe_norm_dec_p50,oape_norm_dec_p50,oaspe_norm_dec_p50,ope_norm_dec_p51,ape_norm_dec_p51,spe_norm_dec_p51,aspe_norm_dec_p51,ospe_norm_dec_p51,oape_norm_dec_p51,oaspe_norm_dec_p51,ope_norm_dec_p52,ape_norm_dec_p52,spe_norm_dec_p52,aspe_norm_dec_p52,ospe_norm_dec_p52,oape_norm_dec_p52,oaspe_norm_dec_p52,ope_norm_dec_p53,ape_norm_dec_p53,spe_norm_dec_p53,aspe_norm_dec_p53,ospe_norm_dec_p53,oape_norm_dec_p53,oaspe_norm_dec_p53,ope_norm_dec_p54,ape_norm_dec_p54,spe_norm_dec_p54,aspe_norm_dec_p54,ospe_norm_dec_p54,oape_norm_dec_p54,oaspe_norm_dec_p54,ope_norm_dec_p55,ape_norm_dec_p55,spe_norm_dec_p55,aspe_norm_dec_p55,ospe_norm_dec_p55,oape_norm_dec_p55,oaspe_norm_dec_p55,ope_norm_dec_p56,ape_norm_dec_p56,spe_norm_dec_p56,aspe_norm_dec_p56,ospe_norm_dec_p56,oape_norm_dec_p56,oaspe_norm_dec_p56,ope_norm_dec_p57,ape_norm_dec_p57,spe_norm_dec_p57,aspe_norm_dec_p57,ospe_norm_dec_p57,oape_norm_dec_p57,oaspe_norm_dec_p57,ope_norm_dec_p58,ape_norm_dec_p58,spe_norm_dec_p58,aspe_norm_dec_p58,ospe_norm_dec_p58,oape_norm_dec_p58,oaspe_norm_dec_p58,ope_norm_dec_p59,ape_norm_dec_p59,spe_norm_dec_p59,aspe_norm_dec_p59,ospe_norm_dec_p59,oape_norm_dec_p59,oaspe_norm_dec_p59,ope_norm_dec_p60,ape_norm_dec_p60,spe_norm_dec_p60,aspe_norm_dec_p60,ospe_norm_dec_p60,oape_norm_dec_p60,oaspe_norm_dec_p60,ope_norm_dec_p61,ape_norm_dec_p61,spe_norm_dec_p61,aspe_norm_dec_p61,ospe_norm_dec_p61,oape_norm_dec_p61,oaspe_norm_dec_p61,ope_norm_dec_p62,ape_norm_dec_p62,spe_norm_dec_p62,aspe_norm_dec_p62,ospe_norm_dec_p62,oape_norm_dec_p62,oaspe_norm_dec_p62,ope_norm_dec_p63,ape_norm_dec_p63,spe_norm_dec_p63,aspe_norm_dec_p63,ospe_norm_dec_p63,oape_norm_dec_p63,oaspe_norm_dec_p63,ope_norm_dec_p64,ape_norm_dec_p64,spe_norm_dec_p64,aspe_norm_dec_p64,ospe_norm_dec_p64,oape_norm_dec_p64,oaspe_norm_dec_p64,ope_norm_dec_p65,ape_norm_dec_p65,spe_norm_dec_p65,aspe_norm_dec_p65,ospe_norm_dec_p65,oape_norm_dec_p65,oaspe_norm_dec_p65,ope_norm_dec_p66,ape_norm_dec_p66,spe_norm_dec_p66,aspe_norm_dec_p66,ospe_norm_dec_p66,oape_norm_dec_p66,oaspe_norm_dec_p66,ope_norm_dec_p67,ape_norm_dec_p67,spe_norm_dec_p67,aspe_norm_dec_p67,ospe_norm_dec_p67,oape_norm_dec_p67,oaspe_norm_dec_p67,ope_norm_dec_p68,ape_norm_dec_p68,spe_norm_dec_p68,aspe_norm_dec_p68,ospe_norm_dec_p68,oape_norm_dec_p68,oaspe_norm_dec_p68,ope_norm_dec_p69,ape_norm_dec_p69,spe_norm_dec_p69,aspe_norm_dec_p69,ospe_norm_dec_p69,oape_norm_dec_p69,oaspe_norm_dec_p69,ope_norm_dec_p70,ape_norm_dec_p70,spe_norm_dec_p70,aspe_norm_dec_p70,ospe_norm_dec_p70,oape_norm_dec_p70,oaspe_norm_dec_p70,ope_norm_dec_p71,ape_norm_dec_p71,spe_norm_dec_p71,aspe_norm_dec_p71,ospe_norm_dec_p71,oape_norm_dec_p71,oaspe_norm_dec_p71,ope_norm_dec_p72,ape_norm_dec_p72,spe_norm_dec_p72,aspe_norm_dec_p72,ospe_norm_dec_p72,oape_norm_dec_p72,oaspe_norm_dec_p72,ope_norm_dec_p73,ape_norm_dec_p73,spe_norm_dec_p73,aspe_norm_dec_p73,ospe_norm_dec_p73,oape_norm_dec_p73,oaspe_norm_dec_p73,ope_norm_dec_p74,ape_norm_dec_p74,spe_norm_dec_p74,aspe_norm_dec_p74,ospe_norm_dec_p74,oape_norm_dec_p74,oaspe_norm_dec_p74,ope_norm_dec_p75,ape_norm_dec_p75,spe_norm_dec_p75,aspe_norm_dec_p75,ospe_norm_dec_p75,oape_norm_dec_p75,oaspe_norm_dec_p75,ope_norm_dec_p76,ape_norm_dec_p76,spe_norm_dec_p76,aspe_norm_dec_p76,ospe_norm_dec_p76,oape_norm_dec_p76,oaspe_norm_dec_p76,ope_norm_dec_p77,ape_norm_dec_p77,spe_norm_dec_p77,aspe_norm_dec_p77,ospe_norm_dec_p77,oape_norm_dec_p77,oaspe_norm_dec_p77,ope_norm_dec_p78,ape_norm_dec_p78,spe_norm_dec_p78,aspe_norm_dec_p78,ospe_norm_dec_p78,oape_norm_dec_p78,oaspe_norm_dec_p78,ope_norm_dec_p79,ape_norm_dec_p79,spe_norm_dec_p79,aspe_norm_dec_p79,ospe_norm_dec_p79,oape_norm_dec_p79,oaspe_norm_dec_p79,ope_norm_dec_p80,ape_norm_dec_p80,spe_norm_dec_p80,aspe_norm_dec_p80,ospe_norm_dec_p80,oape_norm_dec_p80,oaspe_norm_dec_p80,ope_norm_dec_p81,ape_norm_dec_p81,spe_norm_dec_p81,aspe_norm_dec_p81,ospe_norm_dec_p81,oape_norm_dec_p81,oaspe_norm_dec_p81,ope_norm_dec_p82,ape_norm_dec_p82,spe_norm_dec_p82,aspe_norm_dec_p82,ospe_norm_dec_p82,oape_norm_dec_p82,oaspe_norm_dec_p82,ope_norm_dec_p83,ape_norm_dec_p83,spe_norm_dec_p83,aspe_norm_dec_p83,ospe_norm_dec_p83,oape_norm_dec_p83,oaspe_norm_dec_p83,ope_norm_dec_p84,ape_norm_dec_p84,spe_norm_dec_p84,aspe_norm_dec_p84,ospe_norm_dec_p84,oape_norm_dec_p84,oaspe_norm_dec_p84,ope_norm_dec_p85,ape_norm_dec_p85,spe_norm_dec_p85,aspe_norm_dec_p85,ospe_norm_dec_p85,oape_norm_dec_p85,oaspe_norm_dec_p85,ope_norm_dec_p86,ape_norm_dec_p86,spe_norm_dec_p86,aspe_norm_dec_p86,ospe_norm_dec_p86,oape_norm_dec_p86,oaspe_norm_dec_p86,ope_norm_dec_p87,ape_norm_dec_p87,spe_norm_dec_p87,aspe_norm_dec_p87,ospe_norm_dec_p87,oape_norm_dec_p87,oaspe_norm_dec_p87,ope_norm_dec_p88,ape_norm_dec_p88,spe_norm_dec_p88,aspe_norm_dec_p88,ospe_norm_dec_p88,oape_norm_dec_p88,oaspe_norm_dec_p88,ope_norm_dec_p89,ape_norm_dec_p89,spe_norm_dec_p89,aspe_norm_dec_p89,ospe_norm_dec_p89,oape_norm_dec_p89,oaspe_norm_dec_p89,ope_norm_dec_p90,ape_norm_dec_p90,spe_norm_dec_p90,aspe_norm_dec_p90,ospe_norm_dec_p90,oape_norm_dec_p90,oaspe_norm_dec_p90,ope_norm_dec_p91,ape_norm_dec_p91,spe_norm_dec_p91,aspe_norm_dec_p91,ospe_norm_dec_p91,oape_norm_dec_p91,oaspe_norm_dec_p91,ope_norm_dec_p92,ape_norm_dec_p92,spe_norm_dec_p92,aspe_norm_dec_p92,ospe_norm_dec_p92,oape_norm_dec_p92,oaspe_norm_dec_p92,ope_norm_dec_p93,ape_norm_dec_p93,spe_norm_dec_p93,aspe_norm_dec_p93,ospe_norm_dec_p93,oape_norm_dec_p93,oaspe_norm_dec_p93,ope_norm_dec_p94,ape_norm_dec_p94,spe_norm_dec_p94,aspe_norm_dec_p94,ospe_norm_dec_p94,oape_norm_dec_p94,oaspe_norm_dec_p94,ope_norm_dec_p95,ape_norm_dec_p95,spe_norm_dec_p95,aspe_norm_dec_p95,ospe_norm_dec_p95,oape_norm_dec_p95,oaspe_norm_dec_p95,ope_norm_dec_p96,ape_norm_dec_p96,spe_norm_dec_p96,aspe_norm_dec_p96,ospe_norm_dec_p96,oape_norm_dec_p96,oaspe_norm_dec_p96,ope_norm_dec_p97,ape_norm_dec_p97,spe_norm_dec_p97,aspe_norm_dec_p97,ospe_norm_dec_p97,oape_norm_dec_p97,oaspe_norm_dec_p97,ope_norm_dec_p98,ape_norm_dec_p98,spe_norm_dec_p98,aspe_norm_dec_p98,ospe_norm_dec_p98,oape_norm_dec_p98,oaspe_norm_dec_p98
302,356,Ngstr,cs,2.8,0.0,0,2.10225746116987,0.66447963917475,435.240501859908,6289.94509803922,455.955358381067,0.0,,14700,343,non-word,48.39943,4.778135048231511,3.972347266881029,4,5,0.1898016862745098,0.9556270096463022,0.9930868167202572,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,357,Rasen,w_lowld,1.3,2.311753861,1,2.28177659516127,0.739890649996696,328.899466616228,6300.32549019608,347.306653199961,0.4,2.32207130254522,24836,159,word,24.9221,4.386173633440515,3.934405144694534,4,5,0.097733725490196,0.8772347266881029,0.9836012861736336,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
304,358,Tschm,cs,2.4,0.0,0,4.52414350851075,2.17146523807725,459.433859151378,6276.67450980392,480.282054126754,0.0,,19371,344,non-word,51.83074,4.843086816720257,3.945337620578778,4,5,0.2032578039215686,0.9686173633440516,0.9863344051446944,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
305,359,Virus,w_hild,2.0,3.029789471,1,5.45715004521666,6.70945982085727,427.523106991993,6401.66274509804,450.868937167859,0.4,4.24840950907964,5324,160,word,48.76062,4.618649517684887,3.981993569131833,4,5,0.1912181176470588,0.9237299035369776,0.9954983922829582,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
306,360,Karte,w_lowld,1.1,3.276231958,1,1.94345261982625,0.593837763473052,350.65221108379,6343.38039215686,374.101930955207,0.4,3.01174975432442,16452,161,word,31.42351,4.281672025723473,3.910610932475884,4,5,0.1232294509803921,0.8563344051446945,0.977652733118971,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
307,361,Basen,w_lowld,1.1,1.301029996,1,1.94345261982625,0.593837763473052,323.537237248597,6292.29803921569,341.20757990844,0.4,4.14002382452766,22413,162,word,22.21317,4.368167202572347,3.914147909967846,4,5,0.0871104705882353,0.8736334405144695,0.9785369774919614,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
308,362,Retan,pw,1.8,0.0,0,5.27463932448096,6.976799445387,343.006947859529,6311.54117647059,362.660125543928,0.4,,14352,345,non-word,33.04887,4.5491961414791,3.933762057877813,4,5,0.1296034117647058,0.90983922829582,0.9834405144694534,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,363,Raese,pw,1.9,0.0,0,5.9286822491376,4.50261925035987,323.913637223378,6302.29411764706,346.89297995432,0.4,,11832,346,non-word,20.94901,4.352733118971061,3.936012861736335,4,5,0.0821529803921568,0.8705466237942122,0.9840032154340836,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,364,Ghtsm,cs,2.7,0.0,0,2.63252574021825,0.915112929402753,448.017983733686,6264.57647058824,467.967258451803,0.0,,3944,347,non-word,51.83074,4.789067524115755,3.954340836012862,4,5,0.2032578039215686,0.9578135048231512,0.9885852090032154,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,365,Paten,w_lowld,1.3,1.544068044,1,2.28177659516127,0.739890649996696,349.746134543849,6337.47058823529,367.72959824026,0.4,4.72317663296103,28982,163,word,31.24292,4.370096463022508,3.938906752411576,4,5,0.1225212549019608,0.8740192926045015,0.984726688102894,True,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
312,367,Bhwxz,cs,3.6,0.0,0,3.89366704012169e-12,1.3700674880620998e-13,414.484002269718,6278.03529411765,438.989776988153,0.0,,569,348,non-word,47.31586,4.9016077170418,3.929903536977492,4,5,0.1855523921568627,0.98032154340836,0.982475884244373,False,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
