,prN,string,stimcode,old,lgfreqCount,lex,simBOLDentro,simBOLD_p,vis_pred_err,lumi,vis_pred_err_freq,cvp,concr,bfreq,Unnamed: 0,lexicality,ope,ape,spe,spe_inverted,letter_length,ope_norm,ape_norm,spe_norm,in_lexicon,ope_norm_dec_p50,ape_norm_dec_p50,spe_norm_dec_p50,aspe_norm_dec_p50,ospe_norm_dec_p50,oape_norm_dec_p50,oaspe_norm_dec_p50,ope_norm_dec_p51,ape_norm_dec_p51,spe_norm_dec_p51,aspe_norm_dec_p51,ospe_norm_dec_p51,oape_norm_dec_p51,oaspe_norm_dec_p51,ope_norm_dec_p52,ape_norm_dec_p52,spe_norm_dec_p52,aspe_norm_dec_p52,ospe_norm_dec_p52,oape_norm_dec_p52,oaspe_norm_dec_p52,ope_norm_dec_p53,ape_norm_dec_p53,spe_norm_dec_p53,aspe_norm_dec_p53,ospe_norm_dec_p53,oape_norm_dec_p53,oaspe_norm_dec_p53,ope_norm_dec_p54,ape_norm_dec_p54,spe_norm_dec_p54,aspe_norm_dec_p54,ospe_norm_dec_p54,oape_norm_dec_p54,oaspe_norm_dec_p54,ope_norm_dec_p55,ape_norm_dec_p55,spe_norm_dec_p55,aspe_norm_dec_p55,ospe_norm_dec_p55,oape_norm_dec_p55,oaspe_norm_dec_p55,ope_norm_dec_p56,ape_norm_dec_p56,spe_norm_dec_p56,aspe_norm_dec_p56,ospe_norm_dec_p56,oape_norm_dec_p56,oaspe_norm_dec_p56,ope_norm_dec_p57,ape_norm_dec_p57,spe_norm_dec_p57,aspe_norm_dec_p57,ospe_norm_dec_p57,oape_norm_dec_p57,oaspe_norm_dec_p57,ope_norm_dec_p58,ape_norm_dec_p58,spe_norm_dec_p58,aspe_norm_dec_p58,ospe_norm_dec_p58,oape_norm_dec_p58,oaspe_norm_dec_p58,ope_norm_dec_p59,ape_norm_dec_p59,spe_norm_dec_p59,aspe_norm_dec_p59,ospe_norm_dec_p59,oape_norm_dec_p59,oaspe_norm_dec_p59,ope_norm_dec_p60,ape_norm_dec_p60,spe_norm_dec_p60,aspe_norm_dec_p60,ospe_norm_dec_p60,oape_norm_dec_p60,oaspe_norm_dec_p60,ope_norm_dec_p61,ape_norm_dec_p61,spe_norm_dec_p61,aspe_norm_dec_p61,ospe_norm_dec_p61,oape_norm_dec_p61,oaspe_norm_dec_p61,ope_norm_dec_p62,ape_norm_dec_p62,spe_norm_dec_p62,aspe_norm_dec_p62,ospe_norm_dec_p62,oape_norm_dec_p62,oaspe_norm_dec_p62,ope_norm_dec_p63,ape_norm_dec_p63,spe_norm_dec_p63,aspe_norm_dec_p63,ospe_norm_dec_p63,oape_norm_dec_p63,oaspe_norm_dec_p63,ope_norm_dec_p64,ape_norm_dec_p64,spe_norm_dec_p64,aspe_norm_dec_p64,ospe_norm_dec_p64,oape_norm_dec_p64,oaspe_norm_dec_p64,ope_norm_dec_p65,ape_norm_dec_p65,spe_norm_dec_p65,aspe_norm_dec_p65,ospe_norm_dec_p65,oape_norm_dec_p65,oaspe_norm_dec_p65,ope_norm_dec_p66,ape_norm_dec_p66,spe_norm_dec_p66,aspe_norm_dec_p66,ospe_norm_dec_p66,oape_norm_dec_p66,oaspe_norm_dec_p66,ope_norm_dec_p67,ape_norm_dec_p67,spe_norm_dec_p67,aspe_norm_dec_p67,ospe_norm_dec_p67,oape_norm_dec_p67,oaspe_norm_dec_p67,ope_norm_dec_p68,ape_norm_dec_p68,spe_norm_dec_p68,aspe_norm_dec_p68,ospe_norm_dec_p68,oape_norm_dec_p68,oaspe_norm_dec_p68,ope_norm_dec_p69,ape_norm_dec_p69,spe_norm_dec_p69,aspe_norm_dec_p69,ospe_norm_dec_p69,oape_norm_dec_p69,oaspe_norm_dec_p69,ope_norm_dec_p70,ape_norm_dec_p70,spe_norm_dec_p70,aspe_norm_dec_p70,ospe_norm_dec_p70,oape_norm_dec_p70,oaspe_norm_dec_p70,ope_norm_dec_p71,ape_norm_dec_p71,spe_norm_dec_p71,aspe_norm_dec_p71,ospe_norm_dec_p71,oape_norm_dec_p71,oaspe_norm_dec_p71,ope_norm_dec_p72,ape_norm_dec_p72,spe_norm_dec_p72,aspe_norm_dec_p72,ospe_norm_dec_p72,oape_norm_dec_p72,oaspe_norm_dec_p72,ope_norm_dec_p73,ape_norm_dec_p73,spe_norm_dec_p73,aspe_norm_dec_p73,ospe_norm_dec_p73,oape_norm_dec_p73,oaspe_norm_dec_p73,ope_norm_dec_p74,ape_norm_dec_p74,spe_norm_dec_p74,aspe_norm_dec_p74,ospe_norm_dec_p74,oape_norm_dec_p74,oaspe_norm_dec_p74,ope_norm_dec_p75,ape_norm_dec_p75,spe_norm_dec_p75,aspe_norm_dec_p75,ospe_norm_dec_p75,oape_norm_dec_p75,oaspe_norm_dec_p75,ope_norm_dec_p76,ape_norm_dec_p76,spe_norm_dec_p76,aspe_norm_dec_p76,ospe_norm_dec_p76,oape_norm_dec_p76,oaspe_norm_dec_p76,ope_norm_dec_p77,ape_norm_dec_p77,spe_norm_dec_p77,aspe_norm_dec_p77,ospe_norm_dec_p77,oape_norm_dec_p77,oaspe_norm_dec_p77,ope_norm_dec_p78,ape_norm_dec_p78,spe_norm_dec_p78,aspe_norm_dec_p78,ospe_norm_dec_p78,oape_norm_dec_p78,oaspe_norm_dec_p78,ope_norm_dec_p79,ape_norm_dec_p79,spe_norm_dec_p79,aspe_norm_dec_p79,ospe_norm_dec_p79,oape_norm_dec_p79,oaspe_norm_dec_p79,ope_norm_dec_p80,ape_norm_dec_p80,spe_norm_dec_p80,aspe_norm_dec_p80,ospe_norm_dec_p80,oape_norm_dec_p80,oaspe_norm_dec_p80,ope_norm_dec_p81,ape_norm_dec_p81,spe_norm_dec_p81,aspe_norm_dec_p81,ospe_norm_dec_p81,oape_norm_dec_p81,oaspe_norm_dec_p81,ope_norm_dec_p82,ape_norm_dec_p82,spe_norm_dec_p82,aspe_norm_dec_p82,ospe_norm_dec_p82,oape_norm_dec_p82,oaspe_norm_dec_p82,ope_norm_dec_p83,ape_norm_dec_p83,spe_norm_dec_p83,aspe_norm_dec_p83,ospe_norm_dec_p83,oape_norm_dec_p83,oaspe_norm_dec_p83,ope_norm_dec_p84,ape_norm_dec_p84,spe_norm_dec_p84,aspe_norm_dec_p84,ospe_norm_dec_p84,oape_norm_dec_p84,oaspe_norm_dec_p84,ope_norm_dec_p85,ape_norm_dec_p85,spe_norm_dec_p85,aspe_norm_dec_p85,ospe_norm_dec_p85,oape_norm_dec_p85,oaspe_norm_dec_p85,ope_norm_dec_p86,ape_norm_dec_p86,spe_norm_dec_p86,aspe_norm_dec_p86,ospe_norm_dec_p86,oape_norm_dec_p86,oaspe_norm_dec_p86,ope_norm_dec_p87,ape_norm_dec_p87,spe_norm_dec_p87,aspe_norm_dec_p87,ospe_norm_dec_p87,oape_norm_dec_p87,oaspe_norm_dec_p87,ope_norm_dec_p88,ape_norm_dec_p88,spe_norm_dec_p88,aspe_norm_dec_p88,ospe_norm_dec_p88,oape_norm_dec_p88,oaspe_norm_dec_p88,ope_norm_dec_p89,ape_norm_dec_p89,spe_norm_dec_p89,aspe_norm_dec_p89,ospe_norm_dec_p89,oape_norm_dec_p89,oaspe_norm_dec_p89,ope_norm_dec_p90,ape_norm_dec_p90,spe_norm_dec_p90,aspe_norm_dec_p90,ospe_norm_dec_p90,oape_norm_dec_p90,oaspe_norm_dec_p90,ope_norm_dec_p91,ape_norm_dec_p91,spe_norm_dec_p91,aspe_norm_dec_p91,ospe_norm_dec_p91,oape_norm_dec_p91,oaspe_norm_dec_p91,ope_norm_dec_p92,ape_norm_dec_p92,spe_norm_dec_p92,aspe_norm_dec_p92,ospe_norm_dec_p92,oape_norm_dec_p92,oaspe_norm_dec_p92,ope_norm_dec_p93,ape_norm_dec_p93,spe_norm_dec_p93,aspe_norm_dec_p93,ospe_norm_dec_p93,oape_norm_dec_p93,oaspe_norm_dec_p93,ope_norm_dec_p94,ape_norm_dec_p94,spe_norm_dec_p94,aspe_norm_dec_p94,ospe_norm_dec_p94,oape_norm_dec_p94,oaspe_norm_dec_p94,ope_norm_dec_p95,ape_norm_dec_p95,spe_norm_dec_p95,aspe_norm_dec_p95,ospe_norm_dec_p95,oape_norm_dec_p95,oaspe_norm_dec_p95,ope_norm_dec_p96,ape_norm_dec_p96,spe_norm_dec_p96,aspe_norm_dec_p96,ospe_norm_dec_p96,oape_norm_dec_p96,oaspe_norm_dec_p96,ope_norm_dec_p97,ape_norm_dec_p97,spe_norm_dec_p97,aspe_norm_dec_p97,ospe_norm_dec_p97,oape_norm_dec_p97,oaspe_norm_dec_p97,ope_norm_dec_p98,ape_norm_dec_p98,spe_norm_dec_p98,aspe_norm_dec_p98,ospe_norm_dec_p98,oape_norm_dec_p98,oaspe_norm_dec_p98
199,243,Gschr,cs,2.6,0.0,0,3.31210739957141,1.28251951770743,405.091830275518,6325.72549019608,424.707402590952,0.0,,20057,295,non-word,42.07861,4.806430868167203,3.954662379421222,4,5,0.1650141568627451,0.9612861736334406,0.9886655948553056,False,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,244,Demut,w_hild,2.0,1.698970004,1,5.45715004521666,6.70945982085727,405.524451169535,6291.06666666667,425.047530856123,0.4,7.92663718732127,7150,104,word,43.52337,4.582958199356913,3.945980707395498,4,5,0.1706798823529411,0.9165916398713826,0.9864951768488748,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
201,245,Tumor,w_hild,2.0,2.340444115,1,5.45715004521666,6.70945982085727,452.690748376521,6315.91764705882,471.513394404511,0.4,3.27490584145009,5404,105,word,53.63669,4.737620578778135,3.940514469453377,4,5,0.2103399607843137,0.9475241157556272,0.985128617363344,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
202,246,Quote,w_hild,2.0,1.903089987,1,5.45715004521666,6.70945982085727,425.115112540192,6301.12156862745,448.704515970353,0.6,5.05375912472838,10826,106,word,46.0517,4.509967845659164,3.989710610932476,4,5,0.1805949019607843,0.9019935691318328,0.9974276527331192,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
203,247,Lmstr,cs,2.2,0.0,0,5.49296951035486,3.31746785848108,456.794663640376,6346.90980392157,478.78294978505,0.0,,9183,296,non-word,47.85765,4.742122186495177,3.940836012861737,4,5,0.1876770588235294,0.9484244372990354,0.985209003215434,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,248,Ghtgl,cs,3.0,0.0,0,0.441458118208431,0.0906726429172815,495.167853224891,6278.36470588235,515.186460025943,0.0,,2842,297,non-word,61.58286,4.789067524115755,3.954340836012862,4,5,0.2415014117647058,0.9578135048231512,0.9885852090032154,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
205,249,Wdspr,cs,3.0,0.0,0,0.441458118208431,0.0906726429172815,455.529870752159,6256.34117647059,474.720016467069,0.0,,2992,298,non-word,53.0949,4.8,3.9466237942122175,4,5,0.208215294117647,0.96,0.9866559485530546,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,250,Ghtsc,cs,2.8,0.0,0,2.10225746116987,0.66447963917475,396.754792257739,6317.26666666667,416.926441238837,0.0,,9291,299,non-word,42.4398,4.807717041800643,3.954340836012862,4,5,0.1664305882352941,0.9615434083601286,0.9885852090032154,False,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,251,Marke,w_lowld,1.1,2.534026106,1,1.94345261982625,0.593837763473052,405.256238572599,6289.65882352941,428.21725675102,0.4,3.83630175913468,7430,107,word,41.53683,4.336655948553054,3.933118971061093,4,5,0.1628895294117647,0.8673311897106109,0.9832797427652732,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
208,252,Route,w_hild,1.6,2.414973348,1,3.30506366289923,1.27889650542086,345.783330180946,6324.76862745098,370.219438811515,0.6,4.26302264926967,12894,108,word,31.60411,4.409967845659164,3.939228295819936,4,5,0.1239376862745098,0.8819935691318328,0.984807073954984,True,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
209,253,Neift,pw,1.8,0.0,0,5.27463932448096,6.976799445387,420.453373683878,6334.18039215686,441.478651514878,0.4,,10764,300,non-word,49.12181,4.563987138263665,3.963022508038585,4,5,0.1926345490196078,0.9127974276527332,0.9907556270096464,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
