"Word","FREQcount","CDcount","FREQlow","CDlow","FREQlemma","SUBTLEXWF","Lg10WF","SUBTLEXCD","Lg10CD","nl","oPE","Npix","OLD20","CN","Freq"
"nóóit",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,536.299549969376,792.992156862745,2.95,0,0.7782
"mist.",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,608.476341881253,667.007843137255,1.9,1,0.7782
"lndex",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,565.345515227367,813.886274509804,1.95,1,0.7782
"lijk.",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,728.754242448451,628.062745098039,1.8,4,0.7782
"kilo.",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,630.634166822003,637.827450980392,2.05,0,0.7782
"ijzel",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,644.446755252576,711.752941176471,1.9,0,0.7782
"hoed.",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,549.699498486583,746.682352941176,1.8,3,0.7782
"hablo",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,544.165659201661,843.18431372549,1.9,1,0.7782
"geruk",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,550.825336635333,846.313725490196,2,0,0.7782
"geren",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,502.057392662814,833.380392156863,1.5,7,0.7782
"gehak",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,548.103659716489,914.647058823529,2,0,0.7782
"bless",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,521.222808652659,806.823529411765,2,0,0.7782
"binen",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,497.737945481497,813.513725490196,1.9,1,0.7782
"bidde",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,566.606353686789,894.956862745098,1.85,2,0.7782
"azuur",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,480.64674992677,739.18431372549,2.35,0,0.7782
"afsta",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,516.957645638609,784.301960784314,1.8,1,0.7782
"07:15",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,755.702752554168,681.070588235294,2.5,1,0.7782
"35000",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,753.667059001055,907.482352941176,1.85,2,0.7782
"23:30",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,740.63751497883,729.274509803922,1.8,4,0.7782
"20,15",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,753.708048180793,711.364705882353,1.9,1,0.7782
"11,15",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,740.948195883152,599.537254901961,1.65,5,0.7782
"02:00",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,738.685908804445,811.972549019608,1.7,6,0.7782
"01:00",5,5,5,5,5,0.1143,0.7782,0.062,0.7782,5,725.457694458498,767.709803921569,1.6,8,0.7782
"tanne",5,1,0,0,6,0.1143,0.7782,0.0124,0.301,5,457.25804241117,793.639215686274,1.85,2,0.301
"noons",5,1,0,0,6,0.1143,0.7782,0.0124,0.301,5,451.501495663905,801.290196078431,1.9,2,0.301
"siler",5,2,0,0,6,0.1143,0.7782,0.0248,0.4771,5,551.037159925084,710.501960784314,1.9,1,0.4771
"sikes",5,2,0,0,6,0.1143,0.7782,0.0248,0.4771,5,509.724904357397,787.050980392157,1.75,4,0.4771
"faden",5,2,0,0,6,0.1143,0.7782,0.0248,0.4771,5,518.993795435784,852.635294117647,1.9,1,0.4771
"dorry",5,2,0,0,6,0.1143,0.7782,0.0248,0.4771,5,586.04844353314,807.454901960784,1.6,5,0.4771
"turns",5,3,0,0,6,0.1143,0.7782,0.0372,0.6021,5,483.73056746465,746.964705882353,1.95,0,0.6021
"smoot",5,3,0,0,6,0.1143,0.7782,0.0372,0.6021,5,538.803358808439,825.149019607843,1.75,2,0.6021
"apu's",5,3,0,0,6,0.1143,0.7782,0.0372,0.6021,5,580.468269734331,708.360784313726,1.9,2,0.6021
"pda's",5,4,0,0,6,0.1143,0.7782,0.0496,0.699,5,596.716187787926,761.8,1.95,1,0.699
"vuoso",5,1,1,0,6,0.1143,0.7782,0.0124,0.301,5,504.424259047213,755.611764705882,2.75,0,0.301
"tisch",5,3,1,1,6,0.1143,0.7782,0.0372,0.6021,5,528.458974427254,759.407843137255,1.95,1,0.6021
"shiet",5,4,1,1,6,0.1143,0.7782,0.0496,0.699,5,519.330354432402,776.313725490196,1.95,0,0.699
"batik",5,2,2,2,6,0.1143,0.7782,0.0248,0.4771,5,546.193603706761,815.98431372549,1.9,1,0.4771
"sunni",5,4,2,2,6,0.1143,0.7782,0.0496,0.699,5,494.60892782645,761.83137254902,2,0,0.699
"yo-yo",5,3,3,2,6,0.1143,0.7782,0.0372,0.6021,5,667.917868967414,729.611764705882,2.65,0,0.6021
"drill",5,4,4,3,6,0.1143,0.7782,0.0496,0.699,5,657.081129781021,731.611764705882,1.8,3,0.699
"toner",5,3,5,3,6,0.1143,0.7782,0.0372,0.6021,5,482.184276444847,758.564705882353,1.8,4,0.6021
"lnter",5,3,5,3,6,0.1143,0.7782,0.0372,0.6021,5,546.208789355489,734.258823529412,1.9,1,0.6021
"vloei",5,5,4,4,6,0.1143,0.7782,0.062,0.7782,5,585.38708491998,710.61568627451,2.2,0,0.7782
"swami",5,5,4,4,6,0.1143,0.7782,0.062,0.7782,5,589.512631924658,834.886274509804,1.95,0,0.7782
"keven",5,5,4,4,6,0.1143,0.7782,0.062,0.7782,5,501.036934465955,803.698039215686,1.85,3,0.7782
"edict",5,5,4,4,6,0.1143,0.7782,0.062,0.7782,5,536.115690712682,778.470588235294,2.1,0,0.7782
"chute",5,5,4,4,6,0.1143,0.7782,0.062,0.7782,5,496.792403625099,788.960784313726,1.9,2,0.7782
"boing",5,5,4,4,6,0.1143,0.7782,0.062,0.7782,5,559.187466602757,861.623529411765,1.55,3,0.7782
"oppot",5,4,5,4,6,0.1143,0.7782,0.0496,0.699,5,581.27390976309,886.745098039216,2.2,0,0.699
"beals",5,2,0,0,7,0.1143,0.7782,0.0248,0.4771,5,504.57213893253,812.4,1.75,3,0.4771
"matze",5,2,4,1,7,0.1143,0.7782,0.0248,0.4771,5,505.038612094906,816.858823529412,1.8,2,0.4771
"naren",5,1,5,1,7,0.1143,0.7782,0.0124,0.301,5,447.797598061406,783.772549019608,1.9,0,0.301
"terts",5,4,4,3,7,0.1143,0.7782,0.0496,0.699,5,488.93442867414,735.356862745098,1.9,1,0.699
"inene",5,3,5,3,7,0.1143,0.7782,0.0372,0.6021,5,487.19902005166,776.074509803922,1.9,1,0.6021
"pro's",5,5,5,5,7,0.1143,0.7782,0.062,0.7782,5,594.897943351174,686.003921568627,1.95,1,0.7782
"tails",5,4,1,1,8,0.1143,0.7782,0.0496,0.699,5,538.287792364569,721.513725490196,1.85,2,0.699
"boude",5,4,5,4,8,0.1143,0.7782,0.0496,0.699,5,502.02298973007,873.807843137255,1.85,3,0.699
"berin",5,4,5,4,8,0.1143,0.7782,0.0496,0.699,5,505.10242767999,782.227450980392,1.8,3,0.699
"snips",5,2,0,0,9,0.1143,0.7782,0.0248,0.4771,5,528.150264071223,816.980392156863,1.85,2,0.4771
"comic",5,4,0,0,9,0.1143,0.7782,0.0496,0.699,5,540.556051447288,781.992156862745,1.95,0,0.699
"heien",5,3,3,2,9,0.1143,0.7782,0.0372,0.6021,5,479.52898570021,802.164705882353,1.95,1,0.6021
"rozig",5,3,4,2,9,0.1143,0.7782,0.0372,0.6021,5,554.230969563018,773.745098039216,2.2,0,0.6021
"nemer",5,5,4,4,9,0.1143,0.7782,0.062,0.7782,5,502.593994265882,827.905882352941,1.8,1,0.7782
"tolkt",5,5,5,5,9,0.1143,0.7782,0.062,0.7782,5,585.79430493791,764.227450980392,2,0,0.7782
"geert",5,3,1,1,10,0.1143,0.7782,0.0372,0.6021,5,528.132935673138,811.960784313726,1.65,7,0.6021
"weids",5,3,4,3,10,0.1143,0.7782,0.0372,0.6021,5,543.200037280643,829.18431372549,1.85,1,0.6021
"bitje",5,4,5,4,11,0.1143,0.7782,0.0496,0.699,5,603.216085709974,776.780392156863,1.5,7,0.699
"studs",5,2,0,0,13,0.1143,0.7782,0.0248,0.4771,5,510.184251591084,811.635294117647,1.9,1,0.4771
"kropt",5,5,5,5,13,0.1143,0.7782,0.062,0.7782,5,580.803584267569,833.98431372549,1.9,1,0.7782
"alten",5,4,3,3,14,0.1143,0.7782,0.0496,0.699,5,527.678734943502,763.78431372549,1.75,4,0.699
"ruist",5,3,5,3,16,0.1143,0.7782,0.0372,0.6021,5,520.81736567873,709.125490196078,1.75,4,0.6021
"copie",5,4,4,3,17,0.1143,0.7782,0.0496,0.699,5,527.452998872704,803.388235294118,1.95,0,0.699
"torst",5,5,4,4,17,0.1143,0.7782,0.062,0.7782,5,506.096601248014,732.713725490196,2,0,0.7782
"linze",5,4,5,4,17,0.1143,0.7782,0.0496,0.699,5,542.723384727363,727.066666666667,1.85,0,0.699
"potig",5,5,5,5,17,0.1143,0.7782,0.062,0.7782,5,599.851236030854,855.439215686275,1.95,0,0.7782
"ebben",5,5,5,5,18,0.1143,0.7782,0.062,0.7782,5,509.423989206366,882.980392156863,2,0,0.7782
"zwelg",5,5,4,4,19,0.1143,0.7782,0.062,0.7782,5,610.71132710214,832.478431372549,1.85,2,0.7782
"ijken",5,5,5,5,19,0.1143,0.7782,0.062,0.7782,5,619.49421351157,786.411764705882,2,0,0.7782
"leurt",5,5,5,5,20,0.1143,0.7782,0.062,0.7782,5,546.44428762904,721.541176470588,1.8,1,0.7782
"geurt",5,5,5,5,20,0.1143,0.7782,0.062,0.7782,5,534.471807844913,802.149019607843,1.9,2,0.7782
"blaak",5,5,5,5,21,0.1143,0.7782,0.062,0.7782,5,561.607580397482,843.627450980392,1.65,5,0.7782
"firms",5,1,4,1,22,0.1143,0.7782,0.0124,0.301,5,593.204331655704,785.396078431373,1.95,1,0.301
"hokte",5,5,5,5,22,0.1143,0.7782,0.062,0.7782,5,516.376923281762,838.686274509804,1.8,3,0.7782
"trost",5,5,5,5,23,0.1143,0.7782,0.062,0.7782,5,520.390885770334,732.713725490196,1.85,0,0.7782
"benig",5,3,4,2,24,0.1143,0.7782,0.0372,0.6021,5,546.075097417871,864.266666666667,1.85,3,0.6021
"tuint",5,5,5,5,25,0.1143,0.7782,0.062,0.7782,5,526.280883018667,726.329411764706,1.85,3,0.7782
"slaak",5,5,4,4,26,0.1143,0.7782,0.062,0.7782,5,543.856574263929,801.756862745098,1.85,2,0.7782
"palmt",5,5,5,5,26,0.1143,0.7782,0.062,0.7782,5,612.163188027588,861.737254901961,1.9,2,0.7782
"beult",5,5,5,5,27,0.1143,0.7782,0.062,0.7782,5,538.18185142776,787.360784313726,1.9,2,0.7782
"helde",5,4,5,4,31,0.1143,0.7782,0.0496,0.699,5,537.973402923867,850.870588235294,1.6,6,0.699
"laait",5,3,5,3,32,0.1143,0.7782,0.0372,0.6021,5,548.069031324617,727.090196078431,1.9,2,0.6021
"snoot",5,5,5,5,34,0.1143,0.7782,0.062,0.7782,5,484.572169112099,779.870588235294,1.85,3,0.7782
"keelt",5,4,5,4,35,0.1143,0.7782,0.0496,0.699,5,543.720469736106,785.38431372549,1.85,2,0.699
"lakse",5,5,5,5,35,0.1143,0.7782,0.062,0.7782,5,536.286102308737,800.611764705882,1.95,1,0.7782
"dadel",5,4,5,4,36,0.1143,0.7782,0.0496,0.699,5,568.479769925172,866.647058823529,1.95,0,0.699
"woelt",5,5,5,5,39,0.1143,0.7782,0.062,0.7782,5,568.254017876956,776.81568627451,1.95,0,0.7782
"pairs",5,4,5,4,40,0.1143,0.7782,0.0496,0.699,5,523.994997292715,791.270588235294,1.9,0,0.699
"nekte",5,5,5,5,41,0.1143,0.7782,0.062,0.7782,5,492.770113350908,815.239215686275,1.85,3,0.7782
"lijke",5,5,5,5,41,0.1143,0.7782,0.062,0.7782,5,668.388606325282,756.556862745098,1.8,3,0.7782
"oliet",5,5,5,5,43,0.1143,0.7782,0.062,0.7782,5,560.337693393337,722.156862745098,1.95,0,0.7782
"knars",5,5,4,4,45,0.1143,0.7782,0.062,0.7782,5,491.741797814644,802.086274509804,1.85,0,0.7782
"dooit",5,5,5,5,49,0.1143,0.7782,0.062,0.7782,5,540.665223373188,790.090196078431,1.7,4,0.7782
"barns",5,5,0,0,52,0.1143,0.7782,0.062,0.7782,5,467.64469239031,813.874509803922,1.75,2,0.7782
"fikst",5,4,5,4,55,0.1143,0.7782,0.0496,0.699,5,589.614475541235,772.729411764706,1.85,0,0.699
"copen",5,1,0,0,58,0.1143,0.7782,0.0124,0.301,5,498.725163546632,841.227450980392,1.95,1,0.301
"boent",5,2,5,2,61,0.1143,0.7782,0.0248,0.4771,5,489.192795959488,824.38431372549,1.85,1,0.4771
"ingaf",5,5,5,5,66,0.1143,0.7782,0.062,0.7782,5,593.06424164958,827.733333333333,2.2,0,0.7782
"bromt",5,2,5,2,73,0.1143,0.7782,0.0248,0.4771,5,572.419169351761,841.282352941176,2,0,0.4771
"byrde",5,1,0,0,74,0.1143,0.7782,0.0124,0.301,5,595.543226905973,875.917647058823,2,0,0.301
"lakes",5,4,0,0,75,0.1143,0.7782,0.0496,0.699,5,527.740397127615,800.611764705882,1.55,7,0.699
"yours",5,1,0,0,82,0.1143,0.7782,0.0124,0.301,5,541.419654000124,777.964705882353,1.85,3,0.301
"snoei",5,5,4,4,84,0.1143,0.7782,0.062,0.7782,5,491.875979726431,766.094117647059,1.85,2,0.7782
"sneue",5,5,4,4,91,0.1143,0.7782,0.062,0.7782,5,451.971411072351,793.858823529412,2,0,0.7782
"pronk",5,5,2,2,98,0.1143,0.7782,0.062,0.7782,5,562.792922003568,855.403921568627,1.95,0,0.7782
"kakte",5,4,5,4,102,0.1143,0.7782,0.0496,0.699,5,522.927895685209,839.129411764706,1.8,2,0.699
"fopte",5,5,5,5,105,0.1143,0.7782,0.062,0.7782,5,562.090776591306,836.474509803922,1.85,2,0.7782
"ender",5,3,2,1,106,0.1143,0.7782,0.0372,0.6021,5,499.856277794051,823.349019607843,1.65,3,0.6021
"omval",5,5,5,5,109,0.1143,0.7782,0.062,0.7782,5,606.984015480343,794.878431372549,2.05,2,0.7782
"49ste",5,5,5,5,132,0.1143,0.7782,0.062,0.7782,5,585.694140725552,799.474509803922,1.65,7,0.7782
"stuip",5,5,5,5,144,0.1143,0.7782,0.062,0.7782,5,564.043036064584,790.180392156863,1.9,2,0.7782
"slijp",5,5,4,4,162,0.1143,0.7782,0.062,0.7782,5,679.168272397234,779.149019607843,1.95,0,0.7782
"39ste",5,5,5,5,190,0.1143,0.7782,0.062,0.7782,5,598.805703938434,787.078431372549,1.65,7,0.7782
"rezen",5,5,5,5,206,0.1143,0.7782,0.062,0.7782,5,453.799842001083,760.56862745098,1.7,5,0.7782
"nee's",5,3,5,3,270,0.1143,0.7782,0.0372,0.6021,5,510.404695585794,667.258823529412,1.85,3,0.6021
"31ste",5,5,5,5,282,0.1143,0.7782,0.062,0.7782,5,581.628707870654,736.364705882353,1.7,5,0.7782
"rappe",5,4,5,4,287,0.1143,0.7782,0.0496,0.699,5,550.851615938363,883.309803921569,1.8,2,0.699
"edels",5,4,5,4,312,0.1143,0.7782,0.0496,0.699,5,530.738506466416,817.443137254902,1.95,1,0.699
"wijds",5,5,5,5,328,0.1143,0.7782,0.062,0.7782,5,643.652377528648,816.776470588235,1.9,2,0.7782
"36ste",5,3,5,3,363,0.1143,0.7782,0.0372,0.6021,5,568.625824834234,787.364705882353,1.7,6,0.6021
"ronds",5,5,5,5,428,0.1143,0.7782,0.062,0.7782,5,494.211810862869,816.274509803922,1.5,7,0.7782
"zatje",5,4,2,2,504,0.1143,0.7782,0.0496,0.699,5,542.741570580247,756.266666666667,1.85,3,0.699
"pause",5,5,4,4,558,0.1143,0.7782,0.062,0.7782,5,481.479116626279,844.772549019608,1.9,1,0.7782
"90ste",5,5,5,5,653,0.1143,0.7782,0.062,0.7782,5,593.309601540933,828.427450980392,1.9,2,0.7782
"opval",5,5,5,5,918,0.1143,0.7782,0.062,0.7782,5,602.895163280341,799.36862745098,1.85,3,0.7782
"hielt",5,4,5,4,931,0.1143,0.7782,0.0496,0.699,5,567.727499800282,753.796078431373,1.85,0,0.699
"gaves",5,5,5,5,1288,0.1143,0.7782,0.062,0.7782,5,511.168966527307,825.513725490196,1.8,4,0.7782
"pop's",5,3,2,0,1393,0.1143,0.7782,0.0372,0.6021,5,614.948162153045,767.058823529412,1.9,1,0.6021
"cents",5,5,5,5,1848,0.1143,0.7782,0.062,0.7782,5,457.565472798445,768.250980392157,1.9,2,0.7782
"rijks",5,5,3,3,4685,0.1143,0.7782,0.062,0.7782,5,620.296549765221,750.694117647059,1.85,2,0.7782
"roods",5,5,5,5,4985,0.1143,0.7782,0.062,0.7782,5,500.699573047869,810.725490196078,1.8,4,0.7782
"lande",5,5,4,4,11971,0.1143,0.7782,0.062,0.7782,5,530.627094151377,825.925490196078,1.55,6,0.7782
"veler",5,5,5,5,142647,0.1143,0.7782,0.062,0.7782,5,543.810245075848,719.811764705882,1.85,2,0.7782
"zucca",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,454.559225627779,743.564705882353,2.4,2,0.301
"zpm's",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,630.206509910438,746.058823529412,2,0,0.301
"ziyal",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,621.715822082568,743.341176470588,2.25,0,0.301
"zelly",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,622.248587329907,750.180392156863,1.95,1,0.301
"yurek",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,574.761734082497,810.690196078431,1.95,1,0.301
"yunus",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,526.940961663071,802.082352941177,2,0,0.301
"yello",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,634.477664456457,766.690196078431,1.95,1,0.301
"yediq",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,634.889398982771,883.992156862745,2.9,0,0.301
"veggy",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,656.109349452773,900.494117647059,2,0,0.301
"umang",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,567.483592078751,901.278431372549,2,0,0.301
"turag",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,541.677321829592,803.294117647059,1.9,1,0.301
"tuddy",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,611.49732023185,882.160784313725,1.95,1,0.301
"tsaad",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,506.174968710888,828.16862745098,2.2,0,0.301
"tozer",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,482.400465120408,736.505882352941,1.7,5,0.301
"toivi",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,577.11523091808,684.117647058824,2.65,0,0.301
"toddo",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,549.045528541882,868.650980392157,1.9,2,0.301
"timov",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,590.272423863162,767.235294117647,2.5,1,0.301
"tha'r",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,588.290267089181,652.03137254902,2.35,0,0.301
"teena",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,456.714682360042,790.733333333333,1.75,4,0.301
"tacbe",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,488.357333191312,808.360784313726,2,0,0.301
"syrah",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,568.577976016119,820.560784313725,2.05,0,0.301
"swoop",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,562.57192945082,867.878431372549,2,0,0.301
"suong",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,519.989740722001,844.874509803922,2,0,0.301
"subra",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,497.923613737029,801.156862745098,2.05,1,0.301
"strut",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,519.293203383663,725.545098039216,1.95,0,0.301
"straw",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,542.201086464464,774.741176470588,1.85,2,0.301
"staad",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,513.43096601248,828.16862745098,1.9,0,0.301
"sophy",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,589.481467082079,897.827450980392,2.25,1,0.301
"siths",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,518.777349346257,771.882352941176,1.85,2,0.301
"shmoo",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,540.726234033676,872.658823529412,2.3,0,0.301
"sebbe",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,497.518103302887,875.643137254902,1.95,1,0.301
"sammi",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,584.715554016989,862.454901960784,1.85,2,0.301
"sabre",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,483.863270577584,810.96862745098,1.85,2,0.301
"rumla",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,572.275035283466,789.38431372549,2.2,0,0.301
"riaad",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,533.870059205212,787.8,1.95,1,0.301
"remer",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,520.772343088435,796.619607843137,1.75,4,0.301
"remar",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,523.285789861441,797.764705882353,1.85,2,0.301
"qared",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,536.516019137397,873.654901960784,2.25,0,0.301
"prien",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,541.483947132497,797.462745098039,1.85,3,0.301
"pizzi",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,565.302896350935,749.698039215686,2.3,1,0.301
"pikal",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,625.227312509431,822.78431372549,1.95,1,0.301
"peevy",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,586.245049219325,845.850980392157,2.05,0,0.301
"padmé",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,584.178858324679,972.643137254902,2.7,0,0.301
"p._j.",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,815.957863996663,490.4,2.3,2,0.301
"oskie",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,519.880675312225,788.839215686275,2,0,0.301
"osato",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,481.664793758155,778.109803921569,2,0,0.301
"oratt",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,514.568895516559,738.290196078431,2,0,0.301
"onger",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,524.187383165126,830.737254901961,1.65,6,0.301
"okoye",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,582.453039703885,843.596078431373,2.8,0,0.301
"obote",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,509.985961174872,818.835294117647,1.9,0,0.301
"nitto",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,529.784723812567,733.498039215686,2,0,0.301
"neveu",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,470.831716951153,768.235294117647,2,0,0.301
"netah",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,479.003543436388,819.729411764706,2,0,0.301
"nesle",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,490.286207049592,776.721568627451,1.95,1,0.301
"nerka",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,487.297341535075,806.517647058824,2,0,0.301
"nanuk",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,482.355675090317,827.992156862745,2.25,0,0.301
"nandu",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,474.644087023673,845.96862745098,1.95,1,0.301
"möhne",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,538.082695568041,906.737254901961,2.65,0,0.301
"mucci",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,544.487043201165,774.823529411765,2.35,1,0.301
"mouna",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,501.441832432384,844.976470588235,1.9,2,0.301
"morry",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,600.986184858733,812.011764705882,1.65,6,0.301
"morla",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,564.12512449072,796.552941176471,1.75,3,0.301
"mikis",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,593.361892081414,804.733333333333,1.95,1,0.301
"mig's",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,661.2783035532,731.262745098039,1.8,3,0.301
"mette",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,525.297165783471,816.352941176471,1.8,2,0.301
"mayol",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,633.187606848986,842.96862745098,2,0,0.301
"matok",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,552.419627371093,859.019607843137,2,0,0.301
"mansi",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,527.16167372336,818.066666666667,1.85,3,0.301
"manou",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,497.071149220213,844.976470588235,1.75,4,0.301
"manas",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,478.178373676315,854.145098039216,1.7,4,0.301
"luleå",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,601.514584720261,790.137254901961,2.1,0,0.301
"lison",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,553.940191196442,739.145098039216,1.9,0,0.301
"linka",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,579.736951331008,773.01568627451,1.75,4,0.301
"lewyn",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,631.468420632173,818.905882352941,2.4,0,0.301
"letac",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,525.182845578249,743.972549019608,2,0,0.301
"lappe",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,597.087968116173,884.741176470588,1.9,2,0.301
"laire",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,546.438420365883,716.078431372549,1.7,5,0.301
"kotto",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,529.384503679245,788.533333333333,1.95,1,0.301
"klahn",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,561.160677797602,836.945098039216,2.1,0,0.301
"kinsa",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,509.585861759824,795.533333333333,1.95,1,0.301
"kafta",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,529.035484071401,814.38431372549,1.85,1,0.301
"joppy",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,709.301710471423,913.529411764706,1.9,2,0.301
"joely",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,662.027577024472,781.23137254902,1.95,1,0.301
"jobby",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,669.982114167532,883.058823529412,1.95,1,0.301
"jinah",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,593.144727008051,790.901960784314,1.95,0,0.301
"huggy",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,644.803028608455,949.733333333333,2.05,0,0.301
"hu_li",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,683.47907401983,664.423529411765,2.6,0,0.301
"hanzo",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,460.851182772792,816.447058823529,1.95,0,0.301
"halas",6,1,0,0,6,0.1372,0.8451,0.0124,0.301,5,497.527354228246,805.101960784314,1.75,4,0.301
